"subregion","region","pop","high","college","income","poppermile","establishments","employees","ipaddr"
"monroe","michigan",151048,88.2,17.1,55826,276.7,2333,34779,161950
"monroe","mississippi",36421,76.4,13,35102,48.3,652,8288,10165
"monroe","missouri",8703,85.4,12,39495,13.6,180,1347,2296
"monroe","new york",747813,88.6,35.3,52260,1132.6,17144,336504,4720935
"monroe","ohio",14549,85.9,9,38811,32.1,252,3216,4279
"monroe","pennsylvania",168798,89,23.3,57700,279.2,3400,44013,101099
"monroe","tennessee",45133,74.4,9.6,35096,70,696,9923,20600
"monroe","west virginia",13463,78.3,13.6,39047,28.6,189,1334,3189
"monroe","wisconsin",45100,87.8,16.3,48306,49.6,943,14359,42406
"montague","texas",19565,80.7,15.9,43509,21.2,430,3981,11259
"montcalm","michigan",63097,85.8,13.3,40068,89.8,1036,11970,48230
"monterey","california",426762,70.5,23.2,59737,126.5,8216,96528,245895
"montezuma","colorado",25431,89.2,26.1,45623,12.6,747,6456,11805
"montgomery","alabama",230149,84.6,31.2,44587,292.5,5541,98984,14726707
"montgomery","arkansas",9340,81.3,11.3,34934,12.2,141,942,2675
"montgomery","georgia",8913,81.7,15.4,34933,38.1,108,1022,0
"montgomery","illinois",29620,84.1,12.5,41925,42.8,712,7163,13439
"montgomery","indiana",38254,87.4,18,47929,75.6,850,12800,92967
"montgomery","iowa",10566,87.4,15.5,38072,25.3,320,2974,9514
"montgomery","kansas",34459,87.1,18.6,40925,55.1,876,13174,15952
"montgomery","kentucky",26902,76.7,15.5,37393,134.3,516,9371,19600
"montgomery","maryland",1004709,91.1,56.8,95660,1978.2,26327,412473,2392009
"montgomery","mississippi",10614,73.9,15.6,33087,26.8,223,2396,3917
"montgomery","missouri",11996,79.2,11.5,40175,22.8,272,2000,1701
"montgomery","new york",49941,83.2,16.4,43254,124.6,1098,15311,35738
"montgomery","north carolina",27668,72,14.5,32946,56.5,497,6707,5482
"montgomery","ohio",534325,88.1,24.4,44585,1159.5,11534,221571,1202935
"montgomery","pennsylvania",808460,92.9,44.4,78446,1655.9,25632,465939,2470794
"montgomery","tennessee",184468,90.2,22.7,49695,319.6,2547,40417,165711
"montgomery","texas",485047,86.1,30.1,66657,437.5,9137,128218,539659
"montgomery","virginia",95194,89.2,40.7,44231,243.9,1948,26204,206102
"montmorency","michigan",9476,83.1,10.4,34490,17.9,211,1573,3316
"montour","pennsylvania",18356,89.1,25.6,46421,140.3,414,14025,79865
"montrose","colorado",40725,84.6,22.9,47479,18.4,1236,10514,25573
"moody","south dakota",6446,90.1,21.7,49016,12.5,158,1710,3742
"moore","north carolina",90302,89.2,29.3,48348,126.5,2157,28330,129333
"moore","tennessee",6339,80.5,14,45950,49.2,70,NA,3704
"moore","texas",22313,71.1,13.8,48394,24.3,468,8744,8804
"mora","new mexico",4705,86.8,14.6,39792,2.5,48,299,2300
"morehouse","louisiana",27559,75.1,11.3,31269,35.2,477,5175,9636
"morgan","alabama",120395,81.9,19,45564,206.3,2654,42646,84604
"morgan","colorado",28472,78.1,14.6,42792,22,659,8815,10992
"morgan","georgia",17881,80.5,24.5,46918,51.4,450,5610,18629
"morgan","illinois",35272,87.4,20.5,44731,62.5,881,12670,20363
"morgan","indiana",69356,85.5,15,56315,170.5,1165,11252,49226
"morgan","kentucky",13668,69.8,10.3,29872,36.5,164,2025,10084
"morgan","missouri",20117,80.9,14,36928,34.4,456,2763,7534
"morgan","ohio",14911,82.9,8.5,35855,36.2,157,1710,2296
"morgan","tennessee",21931,79.1,5.9,37130,42.1,165,1497,9107
"morgan","utah",9821,96.7,27.4,76472,15.5,219,1265,5751
"morgan","west virginia",17471,84.1,14.9,36703,76.6,242,2154,12646
"morrill","nebraska",4889,85.2,21.3,42075,3.5,113,677,766
"morris","kansas",5854,91.1,19.2,44070,8.5,143,1244,15217
"morris","new jersey",497999,93.1,49,98148,1069.8,16622,272926,1832576
"morris","texas",12787,80.6,15.5,39698,51.3,232,3959,2300
"morrison","minnesota",33052,87.3,14.8,46054,29.5,874,8434,26886
"morrow","ohio",34938,86.3,13.9,50252,85.8,384,3548,29619
"morrow","oregon",11244,77.1,10.7,46110,5.5,176,2589,267617
"morton","kansas",3169,86.1,19.4,44263,4.4,103,955,6650
"morton","north dakota",28101,88.4,22.3,55196,14.3,752,9179,8966
"motley","texas",1202,84.6,17.5,33281,1.2,31,NA,0
"moultrie","illinois",14933,84.3,15.2,48982,44.2,305,4252,16097
"mountrail","north dakota",8734,89.2,19.1,56593,4.2,258,2146,12773
"mower","minnesota",39372,85.9,16.1,45596,55.1,874,14279,14901
"muhlenberg","kentucky",31181,76.9,9.6,37440,67.4,552,6612,14665
"multnomah","oregon",759256,89.3,38.3,50726,1704.9,24664,375965,3405017
"murray","georgia",39392,68.4,7.4,37004,115,404,7741,15417
"murray","minnesota",8577,89.5,15.7,47833,12.4,306,2333,6374
"murray","oklahoma",13663,82.7,14.9,41403,32.4,259,3005,13550
"muscatine","iowa",42879,85.5,18,51134,97.7,928,18560,5354
"muscogee","georgia",198413,84.3,21.7,41088,877.5,4314,76940,194437
"muskegon","michigan",170182,87.8,16.8,40298,344.9,3268,49204,88633
"muskingum","ohio",85950,86.5,13.9,40590,129.5,1751,26586,115238
"muskogee","oklahoma",70596,83.8,17.3,37990,87.6,1457,23449,30006
"musselshell","montana",4665,86.9,15.1,38669,2.4,114,758,2039
"nacogdoches","texas",66034,80.5,24.1,35378,68.2,1276,17924,86045
"nance","nebraska",3715,87.7,12.7,43399,8.5,96,479,1530
"nantucket","massachusetts",10298,93.1,42.1,84979,226.2,883,3560,8731
"napa","california",139045,82.6,30.7,68641,182.4,3880,56022,100317
"nash","north carolina",95708,81.9,18.9,45052,177.3,2130,35462,56378
"nassau","florida",74629,86.6,21.8,58933,113,1588,14878,41775
"nassau","new york",1349233,89.9,41.2,95823,4704.8,47048,513505,2459993
"natchitoches","louisiana",39436,80.7,21.6,31830,31.6,809,10718,24429
"natrona","wyoming",78621,92.1,21.6,53519,14.1,2902,32295,89718
"navajo","arizona",107094,80.4,14.3,38975,10.8,1742,16982,61587
"navarro","texas",47979,76.9,14.9,41074,47.3,912,12350,26341
"nelson","kentucky",44319,83.4,14.5,45149,104,911,12707,24534
"nelson","north dakota",3080,89.2,22.6,41961,3.2,119,785,2166
"nelson","virginia",14827,78.7,24.6,47426,31.9,391,2997,9176
"nemaha","kansas",10132,90.8,19.4,47476,14.2,370,4169,7140
"nemaha","nebraska",7154,91.4,23.6,41424,17.8,195,1435,16625
"neosho","kansas",16406,88,15.5,38883,28.9,453,5321,9404
"neshoba","mississippi",29785,75.2,11.3,36128,52.1,530,7903,11373
"ness","kansas",3068,91.1,17.4,46417,2.9,141,1041,1399
"nevada","arkansas",8925,76.4,10.3,38006,14.6,126,1810,8
"nevada","california",98292,94.9,32.4,58077,103.1,2978,26399,75142
"new castle","delaware",546076,88.9,32.7,64158,1263.2,15448,251479,18953788
"new hanover","north carolina",209234,89.5,36,48893,1058.1,6634,83669,338399
"new haven","connecticut",862813,87.8,32.3,62497,1426.7,19261,325467,877686
"new kent","virginia",19169,86,22.9,71198,87.9,336,2491,15334
"new london","connecticut",274170,90.1,30.9,67010,412.2,5675,105276,354141
"new madrid","missouri",18488,74.6,13.1,34772,28.1,415,6012,1398
"new york","new york",1619090,85,57.7,67204,69467.5,103800,1998051,12977872
"newaygo","michigan",47959,85.3,13.1,43864,59.6,784,8891,37235
"newberry","south carolina",37576,75.9,20.1,42866,59.5,709,11457,15492
"newport","rhode island",82036,91.8,44.1,69369,809.6,2713,28967,148043
"newport news","virginia",180726,89.2,23.5,50942,2630,3702,85658,300626
"newton","arkansas",8086,79.8,12.6,29702,10.1,90,647,1529
"newton","georgia",101505,83.6,19.4,51691,367.3,1312,16391,60097
"newton","indiana",14044,86.8,8.1,48108,35.5,264,2365,3752
"newton","mississippi",21601,82.9,13.1,37386,37.6,316,3520,7621
"newton","missouri",59069,85,18.3,41873,93,1271,18603,35059
"newton","texas",14200,80.7,7.7,38409,15.5,129,1178,2936
"nez perce","idaho",39531,90.1,19.7,44540,46.3,1119,16119,35930
"niagara","new york",215124,88.9,20.6,46599,414.4,4500,58099,123211
"nicholas","kentucky",7000,74.8,11.2,39586,36.6,77,532,1533
"nicholas","west virginia",26229,80.7,12.7,39636,40.6,571,7956,12348
"nicollet","minnesota",32929,93,33.2,59877,73,645,11363,79241
"niobrara","wyoming",2456,91.8,15.7,44875,0.9,96,444,6400
"noble","indiana",47582,82.2,12.7,47768,115.7,893,15020,37455
"noble","ohio",14579,79,7.9,40239,36.8,203,1859,2933
"noble","oklahoma",11522,88,18.9,43324,15.8,204,3409,4122
"nobles","minnesota",21487,79.4,15.6,45552,29.9,611,9327,11360
"nodaway","missouri",23419,89.8,24,38680,26.6,491,6722,7723
"nolan","texas",14924,77.4,15,37177,16.7,336,4121,49750
"norfolk","massachusetts",681845,93.5,48.2,83733,1693.6,18987,312576,1588701
"norfolk","virginia",245782,84.8,24.7,43914,4486.4,5558,109275,704715
"norman","minnesota",6634,87.4,14.9,43333,7.9,196,1341,11755
"northampton","north carolina",21428,71.4,11.5,32090,41.2,281,3804,4977
"northampton","pennsylvania",299267,87.3,26.7,60540,805.4,6202,91888,755518
"northampton","virginia",12226,78.2,21,36965,58.5,319,3038,15089
"northumberland","pennsylvania",94428,84.9,14,39605,206.2,1660,23034,54956
"northumberland","virginia",12346,83.1,22.2,51256,64.5,359,1813,13283
"norton","kansas",5612,88.8,16.7,37656,6.5,178,1799,5099
"nottoway","virginia",15830,75,11.9,37507,50.4,310,3583,5882
"nowata","oklahoma",10611,83.2,11.3,38459,18.6,156,1340,766
"noxubee","mississippi",11218,64.7,12.1,21798,16.6,194,1751,1953
"nuckolls","nebraska",4438,92,13,32444,7.8,172,1212,1403
"nueces","texas",347691,79.2,20.6,44815,405.8,7770,127227,78385
"nye","nevada",42963,80.6,10.6,39740,2.4,638,6923,20936
"oakland","michigan",1220657,92.5,42.4,66456,1385.7,38205,609608,2766217
"obion","tennessee",31340,80.4,12.4,39671,58.4,695,11364,14663
"obrien","iowa",14172,89.7,18.6,45995,25.1,516,5178,3823
"ocean","new jersey",580470,89.2,24.5,60712,917,11715,123710,312153
"oceana","michigan",26310,83,14.8,40422,51.9,511,4069,9179
"ochiltree","texas",10728,69.5,16.8,49794,11.1,354,3558,8431
"oconee","georgia",33619,90,45.2,75136,178,942,7808,24553
"oconee","south carolina",74627,82.5,21.3,42641,118.6,1443,19174,50309
"oconto","wisconsin",37442,88,13.3,49396,37.7,754,6678,35881
"ogemaw","michigan",21437,82.9,10.5,35988,38.5,584,5785,7689
"ogle","illinois",52848,87.9,19,57094,70.5,1083,13674,34156
"oglethorpe","georgia",14618,76.1,14.8,43255,33.9,170,1088,6506
"ohio","indiana",6079,82.6,12.8,50795,71.1,85,1263,1531
"ohio","kentucky",24075,76.7,9.7,38252,40.6,345,5482,4536
"ohio","west virginia",44075,90.3,26.8,41188,420,1449,27806,109144
"okaloosa","florida",190083,90.7,26.9,54140,194.4,4961,58506,80991
"okanogan","washington",41275,82.5,18.3,40537,7.8,1133,7920,19175
"okeechobee","florida",39467,69,10.1,36929,52,729,6231,13943
"okfuskee","oklahoma",12358,80.1,11.3,34418,19.7,163,1356,1527
"oklahoma","oklahoma",741781,85.8,29.1,44413,1013.8,22354,343066,1156716
"okmulgee","oklahoma",39625,83.4,13.6,39324,57.5,677,7445,21044
"oktibbeha","mississippi",48192,85.9,41.7,29013,104,847,10782,98309
"oldham","kentucky",61412,90.8,38.3,82578,322.2,1198,10145,59232
"oldham","texas",2060,82,28.8,57054,1.4,36,NA,382
"oliver","north dakota",1838,86.7,16.3,61131,2.6,46,NA,254
"olmsted","minnesota",147066,94.1,40.4,66202,220.8,3386,76509,214155
"oneida","idaho",4215,93.1,14.1,44435,3.6,82,592,2809
"oneida","new york",233556,86.4,21.9,48382,193.7,4876,86706,272434
"oneida","wisconsin",35714,92.5,21.8,45184,32.3,1320,13455,45970
"onondaga","new york",466852,89,32.5,52636,600,11723,208799,972889
"onslow","north carolina",183263,88.3,18,45457,233.1,2710,32898,96092
"ontario","new york",108519,91.6,30.5,57069,167.6,2792,44248,98711
"ontonagon","michigan",6413,90.1,16.9,34786,5.2,199,1213,2292
"orange","california",3090132,83.4,36.2,75762,3807.7,86473,1300673,6481303
"orange","florida",1202234,86.9,30,49731,1268.5,31565,613870,1929237
"orange","indiana",19690,79.7,12.2,37618,49.8,370,6794,5800
"orange","new york",374512,87.1,28.7,70294,459.3,9103,106253,417476
"orange","north carolina",137941,90.1,54.6,56055,336.2,3060,38276,358186
"orange","texas",82977,85.6,11.9,48833,245.3,1338,19026,50437
"orange","vermont",28924,90.3,27.8,52407,42.1,776,5991,14018
"orange","virginia",34246,83.8,21.9,56837,98.2,662,5443,16012
"orangeburg","south carolina",91476,78.4,17.3,33162,83.6,1693,25845,39687
"oregon","missouri",10997,77.2,9.4,27885,13.8,217,1789,1321
"orleans","louisiana",369250,83.9,32.3,37325,2029.4,8386,151821,791598
"orleans","new york",42836,85,15,47788,109.6,682,8556,17642
"orleans","vermont",27109,84.9,19.7,40929,39.3,813,7744,10169
"osage","kansas",16142,90.4,19.8,51878,23.1,259,2779,8433
"osage","missouri",13858,87.1,13.5,47836,23,262,2823,6235
"osage","oklahoma",47917,87,17.6,42847,21.1,609,5828,23044
"osborne","kansas",3806,88.9,18.7,36489,4.3,150,1180,2039
"osceola","florida",287416,84.2,18,46479,202.4,4814,58464,265393
"osceola","iowa",6193,85.6,13.3,45696,16.2,181,1481,2554
"osceola","michigan",23276,86.5,12.5,39035,41.5,419,5921,13650
"oscoda","michigan",8592,80.9,9.7,32838,15.3,194,1469,16753
"oswego","new york",121700,86.4,15.8,47036,128.3,2141,23927,140356
"otero","colorado",18698,80.6,13.6,31246,14.9,450,4705,14850
"otero","new mexico",66041,84.2,17.6,38588,9.6,1003,12504,94962
"otoe","nebraska",15747,89.7,22.2,50000,25.6,476,5905,8805
"otsego","michigan",24020,90,20,46303,46.9,762,8101,19365
"otsego","new york",61709,88.3,26.2,45334,62.2,1439,19443,174056
"ottawa","kansas",6072,89.7,19.1,53287,8.5,129,834,7314
"ottawa","michigan",269099,90.6,29.3,55661,468.2,5633,90369,339513
"ottawa","ohio",41339,90.1,19.8,53614,162.5,1000,10317,32077
"ottawa","oklahoma",32236,83.1,13,36931,67.6,628,8903,11405
"otter tail","minnesota",57288,88.8,21.2,45494,29.1,1690,18472,62556
"ouachita","arkansas",25396,83.2,13.2,33008,35.6,539,7869,16079
"ouachita","louisiana",155363,84,23.2,39724,251.8,4145,62418,174618
"ouray","colorado",4530,96.9,42.1,61935,8.2,255,910,2680
"outagamie","wisconsin",178816,92.5,25.8,57190,277.2,4977,92844,236875
"overton","tennessee",22190,73.7,10.9,34108,50.9,280,3528,11128
"owen","indiana",21380,81.7,9.1,43553,56,296,3692,8205
"owen","kentucky",10765,82.8,19.1,45551,30.9,128,1413,4261
"owsley","kentucky",4722,56.1,7.6,19344,24.1,43,348,0
"owyhee","idaho",11439,75.3,8.9,32169,1.5,184,1687,2335
"oxford","maine",57481,88.2,18.3,40889,27.8,1288,14061,50346
"ozark","missouri",9601,78.3,10.1,31992,13.1,168,883,5240
"ozaukee","wisconsin",86823,95.8,43.1,75634,370.7,2701,35528,64241
"pacific","washington",20575,85.9,16.6,40599,22.4,593,3867,14438
"page","iowa",15713,87.7,15.9,41503,29.8,400,5261,6693
"page","virginia",23895,73.1,12.1,43435,77.3,402,4092,17193
"palm beach","florida",1356545,87.1,32.2,52951,670.2,41970,436202,1787007
"palo alto","iowa",9275,87.9,15.2,44063,16.7,278,2614,10924
"palo pinto","texas",27856,77.8,14.8,40385,29.5,599,6132,9580
"pamlico","north carolina",13074,84,18.1,43658,39.1,252,1805,2419
"panola","mississippi",34473,72.8,14,34592,50.7,636,9129,9571
"panola","texas",24020,81.9,10.9,48088,29.7,491,8187,20149
"park","colorado",16029,94.8,33.8,61284,7.4,437,1151,5886
"park","montana",15567,90.8,29.3,41232,5.6,744,4239,18875
"park","wyoming",28702,92.9,28.2,50105,4.1,1210,9648,32951
"parke","indiana",17069,80.8,13.9,42441,39,254,2058,4151
"parker","texas",119712,86.6,23.1,63725,129.4,2217,24484,81677
"parmer","texas",10183,65,14.3,40926,11.7,200,3119,2812
"pasco","florida",470391,86.6,19.7,44103,622.2,8378,77738,298085
"pasquotank","north carolina",40591,81.5,19.8,45298,179.2,952,11074,20080
"passaic","new jersey",502885,81.7,25.4,56299,2715.3,11550,147536,864311
"patrick","virginia",18451,73.6,10.6,36057,38.3,304,3661,10215
"paulding","georgia",144800,87.9,22.3,63023,455.8,1586,14363,68516
"paulding","ohio",19295,86.4,11.1,43683,47.1,303,3636,7175
"pawnee","kansas",6928,91,21.7,43676,9.2,180,2449,897
"pawnee","nebraska",2765,89.5,13.7,44477,6.4,69,574,382
"pawnee","oklahoma",16474,87.3,17.2,41832,29.2,288,2459,9663
"payette","idaho",22639,83.2,14.6,44943,55.6,472,4356,20326
"payne","oklahoma",78399,89,34.4,35716,113,1692,21208,114105
"peach","georgia",27622,80.2,17.8,41333,184.3,467,5944,23986
"pearl river","mississippi",55295,81.9,14.8,42971,68.9,813,7310,16628
"pecos","texas",15619,65.1,11.9,40925,3.3,335,4477,10983
"pembina","north dakota",7271,88.4,18.7,52270,6.6,279,3025,2424
"pemiscot","missouri",18111,70.8,10.3,28798,37.1,386,4826,6886
"pend oreille","washington",12980,89,17.6,38922,9.3,218,1566,14570
"pender","north carolina",54195,86.2,19.3,44568,60,905,7258,22846
"pendleton","kentucky",14604,80.1,11.9,48354,53.7,174,1559,3531
"pendleton","west virginia",7566,79.3,11.9,32989,11.1,134,1183,3703
"pennington","minnesota",14074,88,15.4,45007,22.6,387,7996,8183
"pennington","south dakota",104347,91.7,27.7,48378,36.4,3577,43610,153999
"penobscot","maine",153746,89.9,23.4,43601,45.3,4127,57082,259275
"peoria","illinois",187254,89,28.3,50689,301.2,4613,108798,344151
"pepin","wisconsin",7390,89.9,17.6,48717,32.2,222,1690,542
"perkins","nebraska",2931,93,18,52266,3.4,118,791,1405
"perkins","south dakota",3037,87.4,18.3,36042,1,135,749,1275
"perquimans","north carolina",13563,86.2,16.7,37862,54.4,209,1379,3697
"perry","alabama",10181,71.7,12.6,27222,14.7,131,1434,7788
"perry","arkansas",10339,81.5,11.5,42514,18.9,109,848,2837
"perry","illinois",22058,83,13.9,41333,50.6,419,4264,12708
"perry","indiana",19462,82.1,8.9,45808,50.7,373,5182,9300
"perry","kentucky",28241,69.9,12.1,32538,84.5,680,10699,14916
"perry","mississippi",12086,80.3,9,39070,18.9,158,1684,7900
"perry","missouri",19018,81.2,13,44383,40,485,9300,11263
"perry","ohio",36015,83.6,9.5,42860,88.4,418,3801,8313
"perry","pennsylvania",45701,85.2,14.7,54626,83.4,781,6005,26793
"perry","tennessee",7860,76.4,10.7,31857,19.1,116,1256,5738
"pershing","nevada",6749,80.6,12.4,56473,1.1,74,945,1281
"person","north carolina",39268,81.1,14,43271,100.6,670,8609,18630
"petroleum","montana",511,92.2,8.8,38162,0.3,15,49,0
"pettis","missouri",42319,82.2,15.8,38669,61.9,1043,17117,31087
"phelps","missouri",44987,86.2,26.4,40675,67.2,1115,13331,92107
"phelps","nebraska",9215,93.3,22.1,44570,17,333,3566,2164
"philadelphia","pennsylvania",1547607,80,22.6,36957,11379.5,26772,585909,4222223
"phillips","arkansas",20784,72.9,12.2,28225,31.3,445,4461,8592
"phillips","colorado",4367,85.8,19.3,44717,6.5,133,966,3578
"phillips","kansas",5519,90.5,16.1,43476,6.4,227,1649,2802
"phillips","montana",4128,90.2,17.5,38958,0.8,143,912,1020
"piatt","illinois",16504,91.9,22.8,58837,38.1,341,2357,14948
"pickaway","ohio",56399,83.6,14.1,51418,111.1,786,10484,26503
"pickens","alabama",19405,77,10.3,29096,22.4,280,2716,2689
"pickens","georgia",29268,80.4,21.9,50582,126.8,644,5694,15257
"pickens","south carolina",119670,81.9,23.1,42241,240.2,2034,25403,88572
"pickett","tennessee",5100,77.6,11.9,31157,31.2,81,542,1912
"pierce","georgia",18844,77.5,11.4,37489,59.3,313,2943,6761
"pierce","nebraska",7166,91,14.5,51205,12.7,212,1417,2809
"pierce","north dakota",4457,83.3,15.2,40139,4.3,163,1392,6138
"pierce","washington",811681,90.1,23.6,58824,476.3,16370,220454,1042395
"pierce","wisconsin",40814,93.4,26.6,61443,71.5,789,5990,93498
"pike","alabama",33182,79.9,23.4,31179,48.9,643,10431,16372
"pike","arkansas",11247,78.8,11.3,32457,18.8,179,1593,5858
"pike","georgia",17810,83.3,15.6,56433,82.7,220,1412,8816
"pike","illinois",16308,84.9,12.1,40668,19.8,372,3176,8146
"pike","indiana",12766,84,10.2,40525,38.4,198,2356,3023
"pike","kentucky",64178,70.5,12,33148,82.6,1385,20399,29708
"pike","mississippi",40100,78,16.2,32751,98.8,989,12813,14507
"pike","missouri",18565,78.7,12,42276,27.6,392,3739,3077
"pike","ohio",28480,78,12.6,39669,65.2,409,7035,15535
"pike","pennsylvania",56899,92.2,23.2,58672,105.3,888,7528,33657
"pima","arizona",992394,87,29.5,46341,106.7,20059,300956,1465763
"pinal","arizona",387365,84.5,18.1,51212,70,3199,44197,206930
"pine","minnesota",29218,86.8,12.8,44463,21.1,575,6730,9835
"pinellas","florida",921319,88.3,27,45891,3347.5,26114,341953,1377012
"pipestone","minnesota",9345,85.7,16.7,42217,20.6,336,3673,6498
"piscataquis","maine",17290,87.9,16.9,35123,4.4,436,4445,11743
"pitkin","colorado",17263,95.5,56.5,68242,17.7,1549,15916,27071
"pitt","north carolina",172554,85,28,39824,257.9,3515,55958,146382
"pittsburg","oklahoma",45048,81.9,15.2,41317,35.1,954,12088,16927
"pittsylvania","virginia",62807,76.8,12.7,40333,65.5,843,8192,45670
"piute","utah",1524,89,16.7,36667,2.1,21,75,3414
"placer","california",361682,93.4,34.6,74645,247.6,9282,121639,458975
"plaquemines","louisiana",23921,81.6,16.8,55301,29.5,698,11603,15467
"platte","missouri",92054,94.1,37.7,66487,212.6,2207,37732,56646
"platte","nebraska",32681,90,17.6,51273,47.8,1023,15345,89703
"platte","wyoming",8756,91.7,18.9,46171,4.2,270,2155,13385
"pleasants","west virginia",7595,89.5,10.7,39052,58.5,120,2298,4719
