subregion,region,pop,high,college,income,poppermile,establishments,employees
lebanon,pennsylvania,135251,84.9,18.7,53474,369.1,2610,43384
lehigh,pennsylvania,355245,85.8,27.3,54312,1012.5,8382,155897
luzerne,pennsylvania,321027,87.4,20.2,43296,360.4,7182,123796
lycoming,pennsylvania,117168,86.2,18.8,43788,94.5,2867,46228
mckean,pennsylvania,43127,88.8,15.2,40721,44.4,1055,13476
mercer,pennsylvania,115655,87.8,19.5,43504,173.4,2779,44066
mifflin,pennsylvania,46773,80.9,11.3,38892,113.6,934,13635
monroe,pennsylvania,168798,89,23.3,57700,279.2,3400,44013
montgomery,pennsylvania,808460,92.9,44.4,78446,1655.9,25632,465939
montour,pennsylvania,18356,89.1,25.6,46421,140.3,414,14025
northampton,pennsylvania,299267,87.3,26.7,60540,805.4,6202,91888
northumberland,pennsylvania,94428,84.9,14,39605,206.2,1660,23034
perry,pennsylvania,45701,85.2,14.7,54626,83.4,781,6005
philadelphia,pennsylvania,1547607,80,22.6,36957,11379.5,26772,585909
pike,pennsylvania,56899,92.2,23.2,58672,105.3,888,7528
potter,pennsylvania,17577,87,12.8,40000,16.1,384,4526
schuylkill,pennsylvania,147063,85,14.3,44150,190.4,2842,41211
snyder,pennsylvania,39672,82.8,16.3,46184,120.8,830,13485
somerset,pennsylvania,76957,83.6,14.5,41102,72.4,1743,20104
sullivan,pennsylvania,6461,86.9,12.7,38732,14.3,166,1188
susquehanna,pennsylvania,42696,87.7,16,46392,52.7,891,6703
tioga,pennsylvania,42577,87.4,17.6,42027,37,901,10863
union,pennsylvania,44952,83.7,21.6,46269,142.2,899,14932
venango,pennsylvania,54272,87.6,14.5,40986,81.5,1194,16788
warren,pennsylvania,41146,89.2,16.6,42167,47.3,874,13531
washington,pennsylvania,208716,89.5,24.7,51965,242.5,5035,80983
wayne,pennsylvania,51955,87.2,17.3,49020,72.8,1335,12531
westmoreland,pennsylvania,363395,91.8,24.3,48979,355.4,8663,120783
wyoming,pennsylvania,28125,88.9,17.3,48063,71.2,643,8213
york,pennsylvania,437846,87.5,21.6,58586,481.1,8519,155366
bristol,rhode island,49144,87.3,41.7,70553,2064,1208,13446
kent,rhode island,164843,89.7,28.9,61279,985.9,4734,66624
newport,rhode island,82036,91.8,44.1,69369,809.6,2713,28967
providence,rhode island,628323,79.7,25.8,49411,1530.3,15561,254281
washington,rhode island,125946,92.5,42.5,72163,385.7,3754,40263
abbeville,south carolina,25101,77.1,13.9,34670,51.8,334,4119
aiken,south carolina,162812,84.4,23.7,43999,149.5,2693,48010
allendale,south carolina,9988,72,13.4,22982,25.5,127,1487
anderson,south carolina,189355,80.7,18.1,42854,261.6,3622,51091
bamberg,south carolina,15763,78.3,18,26697,40.6,281,3341
barnwell,south carolina,22212,78,10.8,34546,41.2,341,4870
beaufort,south carolina,168049,90.6,37.5,57133,281.5,4673,46242
berkeley,south carolina,189781,86,19.2,51093,161.8,2607,37558
calhoun,south carolina,14910,83.1,20.3,37318,39.8,245,3073
charleston,south carolina,365162,87.9,37.7,50133,382.3,11657,174422
cherokee,south carolina,55662,74.8,11.5,35025,140.9,972,16746
chester,south carolina,32546,74.7,11.1,32112,57.1,517,6116
chesterfield,south carolina,46103,74.3,12,32304,58.5,693,11342
clarendon,south carolina,34357,75.8,13.4,33355,57.6,498,5387
colleton,south carolina,38153,76,14.4,31700,36.8,760,7284
darlington,south carolina,68139,78.3,15.8,38567,122.4,1123,17645
dillon,south carolina,31446,67.5,7.8,26067,79.2,490,8512
dorchester,south carolina,142496,88.9,24.6,54875,238.2,2112,23563
edgefield,south carolina,26347,80.8,17.9,44090,53.9,328,4293
fairfield,south carolina,23363,78.9,14.8,34117,34.9,318,5641
florence,south carolina,137948,81.6,20.5,41325,171.1,3105,54280
georgetown,south carolina,60189,84.5,22,42677,73.9,1716,17585
greenville,south carolina,467605,85,30.3,48518,574.7,11978,208518
greenwood,south carolina,69756,80.6,21.9,39366,153.2,1386,23293
hampton,south carolina,20726,76.6,11.3,35914,37.7,370,3559
horry,south carolina,282285,87.4,21.9,42877,237.5,8048,93009
jasper,south carolina,25833,75.8,11.1,36696,37.8,526,5473
kershaw,south carolina,62343,83.3,18.2,43509,84.9,1122,15236
lancaster,south carolina,79089,80.5,16.8,40034,139.6,1176,14069
laurens,south carolina,66223,75.4,14.9,38713,93.2,938,15866
lee,south carolina,18654,67.8,8,27011,46.9,215,2061
lexington,south carolina,270406,87.8,27.3,52857,375.4,6014,86980
marion,south carolina,32457,80.2,12.7,31762,67.6,500,6148
marlboro,south carolina,28145,68,8.8,28511,60.3,346,4618
mccormick,south carolina,9943,79.6,17.3,36243,28.5,89,927
newberry,south carolina,37576,75.9,20.1,42866,59.5,709,11457
oconee,south carolina,74627,82.5,21.3,42641,118.6,1443,19174
orangeburg,south carolina,91476,78.4,17.3,33162,83.6,1693,25845
pickens,south carolina,119670,81.9,23.1,42241,240.2,2034,25403
richland,south carolina,393830,88.8,36.1,48485,507.9,8728,152564
saluda,south carolina,19893,77.2,13.5,39095,43.9,254,3732
spartanburg,south carolina,288745,80.4,20.4,43563,351.9,6142,110969
sumter,south carolina,108052,81.4,17.8,40542,161.6,1784,28937
union,south carolina,28252,76.6,12.7,33679,56.3,484,6740
williamsburg,south carolina,33620,77.8,11.3,24530,36.8,515,6693
york,south carolina,234635,86,28.2,53536,332.2,4399,65807
aurora,south dakota,2742,89.2,13.9,46205,3.8,89,572
beadle,south dakota,17753,83.7,19.4,40455,13.8,572,6970
bennett,south dakota,3436,80.7,15.6,34500,2.9,67,657
bon homme,south dakota,7029,85.4,17.5,43456,12.5,174,1353
brookings,south dakota,32629,92.4,38.2,46101,40.3,854,12939
brown,south dakota,37331,91.3,25,47327,21.3,1320,17971
brule,south dakota,5293,87.7,21.8,48170,6.4,209,1783
buffalo,south dakota,2020,78.2,9.5,28493,4.1,10,153
butte,south dakota,10228,86.5,16.9,41145,4.5,298,2180
campbell,south dakota,1396,83.4,16,40385,2,52,255
charles mix,south dakota,9216,83.9,15.4,36757,8.3,280,2336
clark,south dakota,3585,86.3,17.5,45844,3.9,108,566
clay,south dakota,14131,94.6,41.7,39118,33.6,314,3564
codington,south dakota,27606,90.1,24.2,44672,39.5,1092,13751
corson,south dakota,4077,84.3,13.2,28506,1.6,37,179
custer,south dakota,8339,92.5,30.4,48125,5.3,269,1276
davison,south dakota,19769,88.9,23.1,44597,44.8,737,11269
day,south dakota,5613,88.1,16.9,40335,5.6,173,1520
deuel,south dakota,4380,84.5,17.5,46186,7,132,1494
dewey,south dakota,5538,77.4,14.2,30645,2.3,105,789
douglas,south dakota,2970,76.6,13.7,45957,7,104,869
edmunds,south dakota,4026,85.3,23.5,48039,3.6,124,857
fall river,south dakota,6971,90,20.9,34948,4.1,224,2188
faulk,south dakota,2377,85.8,15.7,40125,2.4,68,418
grant,south dakota,7259,85.8,18.4,44444,10.8,285,3186
gregory,south dakota,4265,86.6,15.1,35975,4.2,178,1072
haakon,south dakota,1939,93,17.2,49432,1.1,85,597
hamlin,south dakota,5918,88.4,18.2,47771,11.6,157,966
hand,south dakota,3388,87.1,17.9,44375,2.4,120,958
hanson,south dakota,3377,87.5,21,47700,7.7,59,241
harding,south dakota,1316,88,31.2,46797,0.5,38,339
hughes,south dakota,17450,93.4,34.9,58082,23,675,6313
hutchinson,south dakota,7187,81.4,26.1,42386,9,238,2069
hyde,south dakota,1437,86.6,17.5,43906,1.7,41,522
jackson,south dakota,3191,85.9,16.7,38581,1.6,43,265
jerauld,south dakota,2047,83.4,14.6,43705,3.9,77,
jones,south dakota,1013,89.7,16.5,50795,1,55,320
kingsbury,south dakota,5220,88.6,20.8,47152,6.2,167,1291
lake,south dakota,11771,91.7,26.6,46412,19.9,348,3451
lawrence,south dakota,24397,92.7,31.2,45137,30.1,992,9533
lincoln,south dakota,48296,95.4,36.4,70043,77.7,1124,11271
lyman,south dakota,3789,86,19.2,41389,2.3,72,766
marshall,south dakota,4671,86.6,16.2,41731,5.6,146,1046
mccook,south dakota,5610,92.3,19.6,46964,9.8,180,871
mcpherson,south dakota,2439,73.2,17.3,35065,2.2,77,343
meade,south dakota,26052,92.4,21.5,47504,7.3,674,4757
mellette,south dakota,2101,82.6,15.4,34013,1.6,25,
miner,south dakota,2326,88.2,20,42361,4.2,78,483
minnehaha,south dakota,175037,90.8,29.2,52758,210,5366,108609
moody,south dakota,6446,90.1,21.7,49016,12.5,158,1710
pennington,south dakota,104347,91.7,27.7,48378,36.4,3577,43610
perkins,south dakota,3037,87.4,18.3,36042,1,135,749
potter,south dakota,2359,86.9,19.1,45682,2.7,109,747
roberts,south dakota,10303,87.3,16.1,41483,9.2,228,2173
sanborn,south dakota,2324,87.2,16.7,46736,4.1,64,
shannon,south dakota,14059,78,13,25228,6.5,62,1796
spink,south dakota,6611,86.5,19.5,47983,4.3,184,1252
stanley,south dakota,2969,90.9,28.2,55679,2.1,104,1010
sully,south dakota,1427,92.7,28.5,51429,1.4,64,330
todd,south dakota,9942,79.7,14.9,27431,6.9,52,1704
tripp,south dakota,5485,87.8,18.7,40609,3.5,218,1621
turner,south dakota,8308,90.9,21.5,50143,13.5,251,1544
union,south dakota,14855,91.9,29.6,63773,31.3,482,7940
walworth,south dakota,5459,86.3,23.5,40879,7.7,206,1786
yankton,south dakota,22603,89,25.9,51680,43.1,730,10376
ziebach,south dakota,2869,81.5,13.8,27917,1.4,17,63
anderson,tennessee,75416,83.9,21.4,44872,222.8,1571,43143
bedford,tennessee,45573,75.6,12.7,39480,95.1,751,11921
benton,tennessee,16361,77,11.4,34152,41.8,294,3226
bledsoe,tennessee,12792,72.6,9,35137,31.7,94,476
blount,tennessee,124177,85.9,20.5,47298,220.2,2239,38247
bradley,tennessee,101134,80.2,18.4,40541,301,1842,35729
campbell,tennessee,40420,69.8,9.1,31337,84.8,558,6794
cannon,tennessee,13811,76.1,12.3,36742,52,154,1389
carroll,tennessee,28390,77.3,16,36455,47.6,439,6166
carter,tennessee,57355,78.6,15.7,32148,168.3,710,8719
cheatham,tennessee,39271,82.5,18.8,53337,129.3,517,5837
chester,tennessee,17171,78,13.8,39776,60,248,3098
claiborne,tennessee,31736,70.7,12.3,33178,74.1,415,6867
clay,tennessee,7840,69.7,10.8,28682,33.2,102,1024
cocke,tennessee,35571,72.8,8.1,28563,82.1,482,5942
coffee,tennessee,53222,81.8,19.1,39268,123.1,1192,18749
crockett,tennessee,14623,76.6,11.8,36743,54.9,215,1949
cumberland,tennessee,57029,81.3,16,36955,82.3,1045,13710
davidson,tennessee,648295,85.3,34.4,46737,1243.3,17809,377254
de kalb,tennessee,18901,72.6,13.1,36870,61.5,300,5621
decatur,tennessee,11673,73.9,12.8,30311,35.2,243,3059
dickson,tennessee,50381,81.6,15.5,44201,101.4,897,12072
dyer,tennessee,38255,80.6,15.8,38909,74.8,781,12837
fayette,tennessee,38659,84.1,20.4,57437,54.5,548,6314
fentress,tennessee,17940,70.4,10,29245,36,242,3349
franklin,tennessee,40772,79.4,17.8,41726,74,665,9370
gibson,tennessee,49626,80.9,15.2,37577,82.4,934,11846
giles,tennessee,29072,79.2,13.2,37981,48.3,543,7337
grainger,tennessee,22706,68.6,7.9,31711,80.7,218,1971
greene,tennessee,68819,79.2,14.8,36310,110.6,1096,20894
grundy,tennessee,13650,65,7.8,25890,38,163,1358
hamblen,tennessee,62746,78.5,15.7,39604,388,1303,26216
hamilton,tennessee,345545,85.8,27.4,45826,620.3,8506,172601
hancock,tennessee,6720,69.5,7.6,22052,30.7,57,459
hardeman,tennessee,26533,71.2,10.6,32601,40.8,358,5261
hardin,tennessee,25950,74.3,9.8,32131,45.1,493,6382
hawkins,tennessee,56587,79,12.4,36795,116.7,591,8673
haywood,tennessee,18240,75.5,12.6,33504,35.2,319,4598
henderson,tennessee,28023,80.9,12.2,37627,53.4,488,6425
henry,tennessee,32341,81.4,15.1,36463,57.5,700,8524
hickman,tennessee,24170,76.5,10.9,43935,40.3,253,2296
houston,tennessee,8413,81.3,9.6,34942,42.1,102,1109
humphreys,tennessee,18275,83.1,13.5,41810,34.9,337,4118
jackson,tennessee,11441,69.5,9.3,32846,37.7,82,721
jefferson,tennessee,52191,78.8,13.4,38015,187.6,652,9944
johnson,tennessee,18095,70.1,10.7,32159,61.1,228,2639
knox,tennessee,441311,89,34,47277,850.5,10980,199285
lake,tennessee,7690,68.6,6.2,26797,47.2,77,530
lauderdale,tennessee,27718,74.5,10.2,34078,58.9,305,4821
lawrence,tennessee,42086,77.6,11.2,35737,67.8,706,8214
lewis,tennessee,11896,76.1,10.4,32337,43.1,196,1688
lincoln,tennessee,33503,79,14.9,41454,58.5,572,6798
loudon,tennessee,49793,84.8,23.6,50458,211.8,857,12156
macon,tennessee,22498,75.3,8.3,34747,72.4,328,3297
madison,tennessee,98656,84.9,24,40667,176.4,2547,49652
marion,tennessee,28291,74.5,14.7,39857,56.7,429,5250
marshall,tennessee,30883,78.3,11.2,41620,81.5,473,6507
maury,tennessee,81990,83.9,16.6,46552,132,1620,22564
mcminn,tennessee,52416,78.4,14.6,38604,121.5,865,15347
mcnairy,tennessee,26180,76.1,11.8,34953,46.3,429,4553
meigs,tennessee,11698,75,7.9,34942,60.2,105,1559
monroe,tennessee,45133,74.4,9.6,35096,70,696,9923
montgomery,tennessee,184468,90.2,22.7,49695,319.6,2547,40417
moore,tennessee,6339,80.5,14,45950,49.2,70,
morgan,tennessee,21931,79.1,5.9,37130,42.1,165,1497
obion,tennessee,31340,80.4,12.4,39671,58.4,695,11364
overton,tennessee,22190,73.7,10.9,34108,50.9,280,3528
perry,tennessee,7860,76.4,10.7,31857,19.1,116,1256
pickett,tennessee,5100,77.6,11.9,31157,31.2,81,542
polk,tennessee,16686,74.8,11.3,36204,38.7,223,1427
putnam,tennessee,73229,80.7,21.9,34305,180.3,1706,27666
rhea,tennessee,32247,75.9,10.8,36934,100.9,488,8190
roane,tennessee,53469,82.1,17.3,43129,150.2,725,8744
robertson,tennessee,66931,82.7,15.2,50759,139.2,1051,15886
rutherford,tennessee,274454,88.8,27,54433,424,4476,82596
scott,tennessee,22173,74,9.5,29454,41.8,315,3380
sequatchie,tennessee,14423,74.9,15.6,33536,53.1,178,1762
sevier,tennessee,92512,81.1,15,42569,151.7,2493,31603
shelby,tennessee,940764,85.5,28.3,46102,1215.5,19487,418711
smith,tennessee,19102,77.8,12.3,43580,61,272,3592
stewart,tennessee,13297,83.5,12.9,42771,29,159,1307
sullivan,tennessee,156786,82.7,20.4,40572,379.4,3339,64241
sumner,tennessee,166123,86,23,55211,303.4,2833,36154
tipton,tennessee,61705,84.1,13.5,50869,133.3,717,8241
trousdale,tennessee,7795,79,12.9,44163,68.9,123,1065
unicoi,tennessee,18235,75.3,11.7,35265,98.4,248,3990
union,tennessee,19127,70,6.6,31535,85.5,196,1582
van buren,tennessee,5628,75.1,8.5,31155,20.3,44,527
warren,tennessee,39839,75.8,11.8,35575,92.1,715,9114
washington,tennessee,125094,85.1,28.2,42104,376.7,2814,49087
wayne,tennessee,16996,73.9,7,33630,23.2,205,2458
weakley,tennessee,34793,82.4,17.8,33932,60.3,564,7010
white,tennessee,26082,74.9,11.3,34642,68.6,388,5278
williamson,tennessee,192911,94.5,51.5,89063,314.4,6060,94792
wilson,tennessee,118961,87.8,24.7,61400,199.7,2329,29635
anderson,texas,58190,78.7,11.5,40577,55,938,11415
andrews,texas,16117,73.1,13.9,51598,9.9,345,4577
angelina,texas,87597,77.8,15.6,39325,108.8,1862,29843
aransas,texas,23818,86.7,23,44129,91.9,475,3977
archer,texas,8735,85,18.8,53113,10,195,1444
armstrong,texas,1944,91.4,25.2,56538,2.1,29,184
atascosa,texas,46446,75.2,12.1,43261,36.8,626,6788
austin,texas,28618,82.7,19.4,52510,44,572,8536
bailey,texas,7130,71.7,19.1,41106,8.7,159,1416
bandera,texas,20537,87.4,21.7,45595,25.9,359,2089
bastrop,texas,74763,81.1,16.8,52882,83.5,1038,11436
baylor,texas,3623,86.2,23.5,37159,4.3,114,952
bee,texas,32527,71.2,8.7,39247,36.2,449,5106
bell,texas,323037,88.4,20.9,49466,295.2,4772,82286
bexar,texas,1785704,81.7,25.6,48083,1383.1,32612,640651
blanco,texas,10655,87.7,26.8,46457,14.8,235,1718
borden,texas,616,87,23.5,59643,0.7,3,
bosque,texas,18125,80.8,14.5,44744,18.5,289,2713
bowie,texas,93148,84.6,18.5,43210,104.6,2146,30875
brazoria,texas,324769,84.9,26.5,67018,230.7,4848,72007
brazos,texas,200665,84.8,39,37161,332.8,3747,54027
brewster,texas,9316,81.3,32.4,39615,1.5,295,2807
briscoe,texas,1561,81.1,14.2,34130,1.8,39,166
brooks,texas,7161,54.8,10.5,19936,7.7,128,1648
brown,texas,37825,83,15.2,39965,40.3,918,12540
burleson,texas,17291,76.3,11.3,42679,26.1,302,2621
burnet,texas,43448,85.1,22.3,48291,43,1079,10118
caldwell,texas,38734,76.8,14.8,43136,69.8,517,5409
calhoun,texas,21609,76.9,15,44433,42.2,412,7801
callahan,texas,13517,87,16.6,45933,15.1,219,1535
cameron,texas,415557,62.5,14.6,32156,456,6285,99119
camp,texas,12449,74.4,17,36998,63.3,207,2592
carson,texas,6157,87,23.5,60028,6.7,113,4179
cass,texas,30166,82.1,12.5,35592,32.5,499,5567
castro,texas,8164,67.7,16,36893,9,168,985
chambers,texas,36196,85.8,16.6,72850,58.8,498,8691
cherokee,texas,51206,74.8,11.9,37758,48.3,774,11628
childress,texas,7029,84.3,15.9,47605,10.1,164,1610
clay,texas,10535,88.3,18.8,52868,9.9,119,967
cochran,texas,3046,69.3,12.4,40513,4,60,302
coke,texas,3231,85.8,14,40000,3.6,64,270
coleman,texas,8675,80,14.1,27910,7,208,1479
collin,texas,834642,92.9,48.7,82758,930,18207,304938
collingsworth,texas,3036,73.6,18.3,38750,3.3,59,544
colorado,texas,20696,80.6,16.4,43252,21.7,556,5936
comal,texas,114384,88.9,32.6,65521,193.9,2836,35698
comanche,texas,13765,76.8,18.5,36326,14.9,264,2530
concho,texas,4010,78.7,12.2,46528,4.2,49,720
cooke,texas,38688,81.9,19,50176,43.9,837,12690
coryell,texas,77231,88.3,14.9,48920,71.7,762,10178
cottle,texas,1486,75.8,14,39038,1.7,33,163
crane,texas,4562,71.1,13.5,48648,5.6,85,939
crockett,texas,3743,60,6.8,51522,1.3,133,1062
crosby,texas,6126,72,11.7,35655,6.7,104,703
culberson,texas,2290,61.4,18,37500,0.6,49,532
dallam,texas,6996,74.1,8.6,47500,4.5,218,1962
dallas,texas,2453843,76.7,28.1,48942,2718,61034,1239445
dawson,texas,13640,68,8.5,39454,15.4,281,2626
de witt,texas,20465,75.4,12.3,43380,22.1,437,4622
deaf smith,texas,19360,68.6,13.9,41134,12.9,424,5470
delta,texas,5329,84.1,12.1,34710,20.4,55,616
denton,texas,707304,91.4,40,72305,754.3,11449,166739
dickens,texas,2323,74,14.6,35333,2.7,41,217
dimmit,texas,10461,57.9,11.2,26730,7.5,187,3229
donley,texas,3598,83.7,18.5,44300,4,78,471
duval,texas,11717,66.3,8.2,35144,6.6,154,2109
eastland,texas,18421,79.8,15.4,34531,20.1,461,5270
ector,texas,144325,73.1,13.3,50056,152.8,3313,53018
edwards,texas,1968,73,23.3,43095,0.9,35,201
el paso,texas,827398,72,19.8,38259,790.6,13494,210200
ellis,texas,153969,83.5,20.8,62639,159.9,2455,32677
erath,texas,39321,80.9,24.5,40096,35,909,12033
falls,texas,17610,76.3,11.7,31543,23.3,235,1873
fannin,texas,33831,81.1,14.6,44136,38.1,466,4646
fayette,texas,24695,80.1,17.6,47285,25.8,727,6647
fisher,texas,3844,82.9,15.9,43724,4.4,68,509
floyd,texas,6367,72.6,17.3,35967,6.5,165,966
foard,texas,1307,75.6,21.1,31006,1.9,28,170
fort bend,texas,627293,88.6,40.7,82571,679.5,9705,119383
franklin,texas,10640,83.8,22.9,47500,37.3,174,6042
freestone,texas,19515,80.4,13.5,45816,22.6,344,3786
frio,texas,17702,63.8,8.3,37769,15.2,273,3521
gaines,texas,18413,61.9,13.3,47157,11.7,358,3420
galveston,texas,300484,86.4,27.3,59645,769.9,5197,78831
garza,texas,6412,62.4,9.9,42883,7.2,122,1221
gillespie,texas,25153,86.4,25.9,54843,23.5,888,7736
glasscock,texas,1259,83.2,20,72188,1.4,20,
goliad,texas,7351,85.2,16.4,51389,8.5,121,794
gonzales,texas,20045,69,12.8,38623,18.6,387,4740
gray,texas,22978,78.8,12.9,42845,24.3,633,6460
grayson,texas,121935,85.7,19.8,46993,129.6,2464,38460
gregg,texas,122658,82.5,20.5,44608,445.4,4055,64681
grimes,texas,26783,76.6,11,40509,33.8,365,5208
guadalupe,texas,139841,85.4,24.1,61608,184.9,1811,25647
hale,texas,36385,69.7,13.9,39335,36.1,712,11275
hall,texas,3293,73.6,14.3,32059,3.8,72,529
hamilton,texas,8307,82.6,22.2,40757,10.2,207,2021
hansford,texas,5521,75.6,21.4,52610,6.1,151,1198
hardeman,texas,4082,81,17.5,36568,6,81,805
hardin,texas,55190,86.1,14.9,54588,61.3,782,8514
harris,texas,4253700,77.9,27.9,52675,2402.4,91945,1780376
harrison,texas,67450,84.7,17.9,45357,72.9,1316,19287
hartley,texas,6144,77.7,22,69414,4.1,104,1008
haskell,texas,5901,78.9,12.9,39578,6.5,139,1019
hays,texas,168990,88.6,35.5,58247,231.7,3224,40584
hemphill,texas,4080,82.5,17.9,54360,4.2,163,1491
henderson,texas,79094,79.8,14.5,41242,89.9,1246,13073
hidalgo,texas,806552,60.3,15.3,32479,493.2,11206,169833
hill,texas,35115,78.5,15,39944,36.6,647,6773
hockley,texas,23072,75.2,18.2,48201,25.2,504,5952
hood,texas,52044,85.7,23.6,54002,121.7,1206,12115
hopkins,texas,35469,79.2,16.6,42844,45.8,726,9605
houston,texas,23161,78.7,14,32437,19.3,357,3533
howard,texas,35408,72.2,10.8,41887,38.9,703,9592
hudspeth,texas,3337,53.1,10.7,22634,0.8,38,281
hunt,texas,87079,80.6,17.3,45253,102.5,1371,21323
hutchinson,texas,21922,83.5,12.2,44120,25,478,6372
irion,texas,1573,81,10.8,45250,1.5,44,356
jack,texas,8983,80.6,12.2,46136,9.9,206,2356
jackson,texas,14255,77.8,17.8,50010,17,282,3871
jasper,texas,35923,82.7,12.8,40099,38,612,8213
jeff davis,texas,2307,84.9,31.7,49149,1,57,333
jefferson,texas,251813,82.1,18,42883,287.9,5725,100093
jim hogg,texas,5249,63.5,8.9,36752,4.7,98,1348
jim wells,texas,41754,68.8,10.8,37413,47.2,904,14759
johnson,texas,153441,82.1,16.3,55970,208.3,2510,32937
jones,texas,19973,68.7,9.4,37872,21.8,299,2438
karnes,texas,15233,69.4,10.1,39297,19.8,260,2601
kaufman,texas,106753,82.8,17.6,60575,132.4,1635,19594
kendall,texas,35956,90.7,36.6,72092,50.4,1093,10338
kenedy,texas,431,71.8,15.9,45625,0.3,13,132
kent,texas,839,89.1,19,43750,0.9,14,119
kerr,texas,49786,88.1,28,44529,45,1374,15035
kimble,texas,4560,77.8,20.6,43653,3.7,137,860
king,texas,276,85.1,29.3,61250,0.3,,
kinney,texas,3603,75.9,16.1,25703,2.6,30,367
kleberg,texas,32025,75.7,21.7,37222,36.4,563,6824
knox,texas,3789,75.3,13.1,32646,4.4,104,788
la salle,texas,7109,52.8,6,25313,4.6,89,978
lamar,texas,49811,81.9,16.7,40050,54.9,1161,16691
lamb,texas,14008,73,13,35589,13.8,260,2620
lampasas,texas,20107,84.9,18.9,48760,27.6,373,3669
lavaca,texas,19468,77.5,14.5,43570,19.9,451,5220
lee,texas,16601,79.8,13.7,45754,26.4,400,3912
leon,texas,16803,79.8,12.6,42150,15.7,348,4227
liberty,texas,76571,75.1,8.5,47460,65.3,1035,11730
limestone,texas,23585,78.7,11.9,42851,25.8,395,5140
lipscomb,texas,3480,79.6,19.9,55457,3.5,96,790
live oak,texas,11664,77.7,13.6,45276,11.1,257,2403
llano,texas,19085,87.3,26.7,41837,20.7,436,3328
loving,texas,71,92.9,5.4,78125,0.1,,
lubbock,texas,285760,83.5,27.4,43983,311.3,6839,105271
lynn,texas,5783,76.1,16,46456,6.6,87,677
madison,texas,13677,76.2,10.4,37437,29.3,216,2120
marion,texas,10324,79.9,12.1,31903,27.7,151,1394
martin,texas,5017,72.2,12.2,42050,5.2,98,834
mason,texas,4003,80.5,27.6,41462,4.3,131,755
matagorda,texas,36547,78.6,15.6,43962,33.4,746,8504
maverick,texas,55365,56.1,12.5,29504,42.4,762,11246
mcculloch,texas,8313,79.5,18.4,37861,7.8,211,2134
mclennan,texas,238707,80.8,21.6,41656,226.5,4938,95918
mcmullen,texas,726,78.4,8.6,29500,0.6,17,232
medina,texas,46765,79.5,19.3,50101,34.7,659,5594
menard,texas,2240,81.6,13.3,41923,2.5,41,184
midland,texas,146645,81.8,23.7,57807,152,4655,65689
milam,texas,24157,81.6,14.3,39751,24.3,424,4132
mills,texas,4828,77.5,17.7,38138,6.6,115,898
mitchell,texas,9336,76.2,8.4,41281,10.3,132,1345
montague,texas,19565,80.7,15.9,43509,21.2,430,3981
montgomery,texas,485047,86.1,30.1,66657,437.5,9137,128218
moore,texas,22313,71.1,13.8,48394,24.3,468,8744
morris,texas,12787,80.6,15.5,39698,51.3,232,3959
motley,texas,1202,84.6,17.5,33281,1.2,31,
nacogdoches,texas,66034,80.5,24.1,35378,68.2,1276,17924
navarro,texas,47979,76.9,14.9,41074,47.3,912,12350
newton,texas,14200,80.7,7.7,38409,15.5,129,1178
nolan,texas,14924,77.4,15,37177,16.7,336,4121
nueces,texas,347691,79.2,20.6,44815,405.8,7770,127227
ochiltree,texas,10728,69.5,16.8,49794,11.1,354,3558
oldham,texas,2060,82,28.8,57054,1.4,36,
orange,texas,82977,85.6,11.9,48833,245.3,1338,19026
palo pinto,texas,27856,77.8,14.8,40385,29.5,599,6132
panola,texas,24020,81.9,10.9,48088,29.7,491,8187
parker,texas,119712,86.6,23.1,63725,129.4,2217,24484
parmer,texas,10183,65,14.3,40926,11.7,200,3119
pecos,texas,15619,65.1,11.9,40925,3.3,335,4477
polk,texas,45656,77.1,11.1,36073,43,700,8262
potter,texas,122335,75.7,15.1,37766,133.3,3579,58953
presidio,texas,7525,53.7,17.3,28724,2,121,745
rains,texas,10943,81.6,13.3,45168,47.6,154,1165
randall,texas,125082,91.6,30.4,57121,132.4,2297,27366
reagan,texas,3475,64.9,9.8,58491,2.9,111,930
real,texas,3369,74.7,16.7,25870,4.7,81,487
red river,texas,12694,73.5,9.7,36969,12.4,168,1475
reeves,texas,13798,58.2,6.7,35552,5.2,187,2063
refugio,texas,7259,74.6,9.7,42470,9.6,143,1514
roberts,texas,854,92.8,36.8,61042,1,13,
robertson,texas,16545,76.1,15.1,38397,19.4,267,2476
rockwall,texas,83021,90.8,35.8,82146,616.7,1721,19861
runnels,texas,10449,77.8,15.8,38556,10,231,2156
rusk,texas,54026,80.1,13.6,46438,57.7,812,11045
sabine,texas,10433,79.7,12.8,33109,22,159,1358
san augustine,texas,8818,72.9,12.2,26841,16.7,141,1259
san jacinto,texas,27126,78,12.2,48750,46.3,180,953
san patricio,texas,65600,76.4,15.2,48389,93.5,1012,12783
san saba,texas,6002,83.8,17.7,38675,5.4,152,891
schleicher,texas,3264,78.6,16.1,46058,2.6,51,433
scurry,texas,17126,73.9,15.8,46380,18.7,424,5428
shackelford,texas,3356,85.4,22.7,44647,3.7,127,981
shelby,texas,26019,76.3,12.4,34164,32,490,6612
sherman,texas,3073,74.7,20.7,49135,3.3,54,272
smith,texas,214821,84.7,24.5,46615,227.6,5504,86101
somervell,texas,8598,87.4,29.9,48401,45.5,197,3354
starr,texas,61615,46.3,9.6,25598,49.8,511,9394
