subregion,region,pop,high,college,income,poppermile,establishments,employees
meade,kansas,4396,86.2,22.5,49551,4.7,135,911
miami,kansas,32612,92.7,23.3,59668,57,711,6308
mitchell,kansas,6355,90.6,20.7,45237,9.1,254,2518
montgomery,kansas,34459,87.1,18.6,40925,55.1,876,13174
morris,kansas,5854,91.1,19.2,44070,8.5,143,1244
morton,kansas,3169,86.1,19.4,44263,4.4,103,955
nemaha,kansas,10132,90.8,19.4,47476,14.2,370,4169
neosho,kansas,16406,88,15.5,38883,28.9,453,5321
ness,kansas,3068,91.1,17.4,46417,2.9,141,1041
norton,kansas,5612,88.8,16.7,37656,6.5,178,1799
osage,kansas,16142,90.4,19.8,51878,23.1,259,2779
osborne,kansas,3806,88.9,18.7,36489,4.3,150,1180
ottawa,kansas,6072,89.7,19.1,53287,8.5,129,834
pawnee,kansas,6928,91,21.7,43676,9.2,180,2449
phillips,kansas,5519,90.5,16.1,43476,6.4,227,1649
pottawatomie,kansas,22302,93.2,29.7,54309,25.7,565,7703
pratt,kansas,9728,88.9,22.2,42825,13.1,368,3457
rawlins,kansas,2560,90.8,22.7,40625,2.4,106,571
reno,kansas,64438,88.6,19.5,42207,51.4,1669,22425
republic,kansas,4858,93.7,19.4,40538,6.9,197,1486
rice,kansas,9985,90.3,20.9,46155,13.9,273,2643
riley,kansas,75508,95.3,45.6,41427,116.6,1533,20347
rooks,kansas,5223,91.4,20.1,40000,5.8,188,1352
rush,kansas,3220,87.1,17.2,40036,4.6,99,891
russell,kansas,6946,90.1,20.2,38168,7.9,276,1865
saline,kansas,55988,88.7,24,45635,77.2,1594,27146
scott,kansas,4937,88.6,19.9,58453,6.9,192,1302
sedgwick,kansas,503889,88,28,49451,499.6,11853,212620
seward,kansas,23547,64.8,13.5,44550,35.9,567,9685
shawnee,kansas,178991,90.3,28.8,47701,327.1,4355,74989
sheridan,kansas,2538,92.7,20.9,46821,2.9,109,629
sherman,kansas,6113,86.9,17.2,43012,5.7,260,1957
smith,kansas,3765,88.1,13.4,42569,4.3,144,1019
stafford,kansas,4358,86.6,21.8,42006,5.6,128,669
stanton,kansas,2175,73.1,15.5,49152,3.3,63,470
stevens,kansas,5756,83.3,13.1,56019,7.9,132,974
sumner,kansas,23674,91,18.4,48060,20.4,488,4482
thomas,kansas,7941,89.5,23,45125,7.4,341,2885
trego,kansas,2986,89.3,19.1,42009,3.4,127,876
wabaunsee,kansas,7039,94.9,19.8,53292,8.9,122,882
wallace,kansas,1517,88.2,23.9,46128,1.6,58,301
washington,kansas,5758,88.6,17.3,40469,6.5,213,1553
wichita,kansas,2256,81.6,18,50324,3.1,97,512
wilson,kansas,9105,81.8,11.4,40069,16.5,240,3350
woodson,kansas,3278,89.4,16.4,31779,6.6,94,501
wyandotte,kansas,159129,78.6,15.2,39812,1039,2950,64830
adair,kentucky,18675,71.2,13.3,31775,46,312,4234
allen,kentucky,20210,74,10.9,35357,58,237,3127
anderson,kentucky,21728,86.6,18.4,52447,106.1,330,3233
ballard,kentucky,8333,82,11.8,41875,33.4,135,2065
barren,kentucky,42631,77.8,14.2,38616,86.5,881,13421
bath,kentucky,11802,72.5,13.3,28776,41.6,129,1010
bell,kentucky,28183,65.1,11.2,25269,79.9,542,7270
boone,kentucky,123316,91,28.8,68087,482.3,2834,62816
bourbon,kentucky,19978,82.5,16,42192,69,371,5865
boyd,kentucky,49164,84.9,15.6,38848,309.9,1350,24034
boyle,kentucky,28658,84.9,23.3,41035,157.8,742,13609
bracken,kentucky,8494,75.3,13.2,39643,41.3,101,815
breathitt,kentucky,13635,64.8,10.6,22304,28.2,226,2348
breckinridge,kentucky,20071,76.7,8.1,38325,35.4,290,2264
bullitt,kentucky,75896,84.2,12,51857,250.2,1037,15092
butler,kentucky,12840,71.7,8,32508,29.8,189,1691
caldwell,kentucky,12935,83,14.2,37078,37.7,279,3674
calloway,kentucky,37655,86.1,28.6,39316,96.6,833,13255
campbell,kentucky,90908,87.1,27.4,53018,597,1615,23892
carlisle,kentucky,5034,82.3,11.4,35699,26.9,72,476
carroll,kentucky,10900,75.5,8.1,42063,84.1,231,5573
carter,kentucky,27348,73.9,10,35637,67.7,394,5551
casey,kentucky,16082,65.4,8.2,27327,35.9,221,2625
christian,kentucky,75427,83.7,13.5,37958,103.1,1318,23677
clark,kentucky,35787,81.1,18.2,45726,141.1,746,10790
clay,kentucky,21556,59.7,7.9,20206,46.3,245,2506
clinton,kentucky,10285,63.3,7.5,27654,52.1,189,3239
crittenden,kentucky,9280,76.9,9.6,32545,25.9,155,1497
cumberland,kentucky,6819,72.4,8.7,29528,22.5,116,1205
daviess,kentucky,97847,87.4,18.5,44763,210.9,2261,40582
edmonson,kentucky,12071,77.8,9.6,35217,40.2,137,800
elliott,kentucky,7780,71.7,6.3,25769,33.5,41,310
estill,kentucky,14493,70.5,6.7,28148,58,181,1737
fayette,kentucky,305489,88.5,39.3,48306,1042.8,8165,139249
fleming,kentucky,14560,75.8,12.7,31979,41.2,239,2129
floyd,kentucky,38949,68.8,12.2,28221,100.3,815,8760
franklin,kentucky,49804,85.5,27.5,47062,237.2,1134,14882
fulton,kentucky,6525,78.1,11.3,34545,33.2,136,2432
gallatin,kentucky,8479,72.5,9.7,45400,84.8,91,643
garrard,kentucky,16913,79.5,14,40137,73.5,218,1535
grant,kentucky,24485,81.6,11.2,43755,95.6,380,4125
graves,kentucky,37544,80.8,14.6,35514,67.3,699,9308
grayson,kentucky,25964,72.3,7.2,32919,51.8,476,5855
green,kentucky,11315,76.1,11.2,35313,39.4,163,1215
greenup,kentucky,36707,79.8,15.6,41902,107.2,486,4895
hancock,kentucky,8677,84.7,10.9,47895,45.6,131,3385
hardin,kentucky,107025,87.4,19.3,48743,169.3,2273,34015
harlan,kentucky,28543,69.1,11,26914,62.9,456,6433
harrison,kentucky,18624,80.2,12.6,38690,61.5,287,3956
hart,kentucky,18366,68.6,8.6,31858,44.2,272,3818
henderson,kentucky,46513,84.7,16.5,41473,105.9,1025,16126
henry,kentucky,15318,79.8,13.8,42506,53.9,204,1884
hickman,kentucky,4754,77.7,13.8,37535,20.2,79,1211
hopkins,kentucky,46718,79.9,13.4,39187,86.6,955,14563
jackson,kentucky,13331,63.1,5.7,21448,39.1,105,1172
jefferson,kentucky,750828,87.6,29.2,46298,1948.1,19173,380789
jessamine,kentucky,49635,84.7,27.2,48547,282.3,995,13567
johnson,kentucky,23383,69.9,10.2,32421,89.2,417,4307
kenton,kentucky,161711,87,27.5,53375,996.7,3087,68972
knott,kentucky,16124,67.8,12.1,31735,46.5,184,2006
knox,kentucky,31735,64.9,8.4,22364,82.5,479,7373
larue,kentucky,14151,78.1,10.9,37920,54.3,237,1954
laurel,kentucky,59462,73.9,13.2,37286,135.6,1182,22072
lawrence,kentucky,15848,71,9,32279,38.2,219,2406
lee,kentucky,7706,68.5,6.8,24674,37.8,100,1425
leslie,kentucky,11170,58.7,7.7,29050,28.2,118,1095
letcher,kentucky,23952,70.1,10.3,29564,72.6,341,4511
lewis,kentucky,13835,65.9,8.8,27181,28.7,125,1317
lincoln,kentucky,24461,73.4,9.8,33398,74.1,295,3508
livingston,kentucky,9423,79,9.4,40248,30.4,154,1751
logan,kentucky,26646,75.9,10.1,35973,48.6,490,6734
lyon,kentucky,8351,84.2,12.8,40546,38.9,150,1123
madison,kentucky,84786,84.2,27.4,41876,189.6,1558,20895
magoffin,kentucky,13041,64.7,9.4,25410,43.2,159,1445
marion,kentucky,20090,82.5,13.5,38202,57.8,352,6767
marshall,kentucky,31344,84.6,15.2,45605,104.4,644,8202
martin,kentucky,12743,67.1,8.4,23920,56.3,168,2555
mason,kentucky,17512,78.5,14,40678,72.8,452,7028
mccracken,kentucky,65549,86.5,21.4,44054,263.6,2138,34524
mccreary,kentucky,18069,69.8,7.6,24292,42.9,155,1552
mclean,kentucky,9506,78.5,11.3,40183,37.8,161,1093
meade,kentucky,29237,85.6,12.9,45007,93.6,341,3187
menifee,kentucky,6220,68.5,11,28279,31,62,
mercer,kentucky,21261,83.2,18,47690,85.7,378,4824
metcalfe,kentucky,9969,69.1,7.8,35199,34.9,125,1235
monroe,kentucky,10821,71.8,10.7,28548,33.3,212,2324
montgomery,kentucky,26902,76.7,15.5,37393,134.3,516,9371
morgan,kentucky,13668,69.8,10.3,29872,36.5,164,2025
muhlenberg,kentucky,31181,76.9,9.6,37440,67.4,552,6612
nelson,kentucky,44319,83.4,14.5,45149,104,911,12707
nicholas,kentucky,7000,74.8,11.2,39586,36.6,77,532
ohio,kentucky,24075,76.7,9.7,38252,40.6,345,5482
oldham,kentucky,61412,90.8,38.3,82578,322.2,1198,10145
owen,kentucky,10765,82.8,19.1,45551,30.9,128,1413
owsley,kentucky,4722,56.1,7.6,19344,24.1,43,348
pendleton,kentucky,14604,80.1,11.9,48354,53.7,174,1559
perry,kentucky,28241,69.9,12.1,32538,84.5,680,10699
pike,kentucky,64178,70.5,12,33148,82.6,1385,20399
powell,kentucky,12483,71.8,10.4,28382,70.5,162,1471
pulaski,kentucky,63593,77.4,14.6,33282,95.8,1378,20144
robertson,kentucky,2188,71.5,9.8,26544,22.8,19,
rockcastle,kentucky,17006,69.1,11.7,26967,53.9,220,2489
rowan,kentucky,23447,76.7,24.2,32763,83.4,469,7585
russell,kentucky,17497,72.9,12.7,31087,69.2,370,5152
scott,kentucky,49057,86.8,26.1,57967,167.4,839,19864
shelby,kentucky,43614,83.3,24.5,56417,110.8,866,11638
simpson,kentucky,17538,82.6,17,41493,74,381,7135
spencer,kentucky,17416,86.2,16.4,61921,91.4,201,1034
taylor,kentucky,24691,75,14.5,35054,92,611,9598
todd,kentucky,12651,74.9,9.2,39417,33.3,186,1437
trigg,kentucky,14447,81,16.8,43331,32.5,235,2250
trimble,kentucky,8787,82.5,13.1,52224,58.1,84,647
union,kentucky,14850,82.2,11.3,38651,43.8,284,4702
warren,kentucky,117110,84.9,27.8,43018,210.1,2752,46333
washington,kentucky,11833,79.8,14.6,42516,39.4,245,2590
wayne,kentucky,20824,68.6,9.6,26309,45.4,287,3654
webster,kentucky,13583,75.4,9.4,42115,41,215,2406
whitley,kentucky,35499,71.3,11.7,29280,81.4,654,10312
wolfe,kentucky,7164,58.5,8.7,21968,33.1,81,623
woodford,kentucky,25077,88,30.4,55124,132.1,528,6675
acadia,louisiana,61912,70.9,10.6,37970,94.3,1130,12449
allen,louisiana,25539,73.2,9.1,39007,33.8,335,3873
ascension,louisiana,112286,87.4,22.8,66173,369.7,1986,31087
assumption,louisiana,23026,70.4,8.1,46699,69.2,254,2644
avoyelles,louisiana,41632,70.2,9.6,32321,50.5,735,8689
beauregard,louisiana,36281,83.7,14.8,45113,30.8,581,6719
bienville,louisiana,14076,79.5,13.6,30594,17.7,241,3184
bossier,louisiana,122197,87.6,22.8,51771,139.3,2430,36106
caddo,louisiana,257093,85.2,21.9,39086,290.2,6297,109362
calcasieu,louisiana,194493,82.8,19.1,43614,181.2,4212,68049
caldwell,louisiana,10004,77.4,11.2,38606,19.1,187,1987
cameron,louisiana,6702,80.1,12.4,61679,5.3,157,1437
catahoula,louisiana,10292,68,10.2,37115,14.7,183,1774
claiborne,louisiana,16828,75.6,11.7,32972,22.8,262,2938
concordia,louisiana,20365,70.9,11,28705,29.9,375,4178
de soto,louisiana,26963,78.8,13.3,39213,30.4,401,5193
east baton rouge,louisiana,444526,87.4,33.4,46838,966.6,12173,226445
east carroll,louisiana,7526,67.5,9.7,25267,18.4,130,1249
east feliciana,louisiana,20008,78.8,11.7,37403,44.7,253,3818
evangeline,louisiana,33710,67.5,12.3,34848,51.3,528,6300
franklin,louisiana,20561,68.3,11.4,34105,33.2,398,4126
grant,louisiana,22068,77.1,10.6,39988,34.7,182,1617
iberia,louisiana,73999,76,12.9,42989,127.6,1727,29002
iberville,louisiana,33228,73.6,12,43195,54,535,8856
jackson,louisiana,16216,81.6,13.4,39809,28.6,256,2889
jefferson,louisiana,433676,83,23.3,48374,1463.1,11697,179200
jefferson davis,louisiana,31432,76.8,12,43585,48.5,606,6590
la salle,louisiana,14927,79.4,13.7,42066,23.8,329,3174
lafayette,louisiana,227055,84.6,27.3,48591,824.6,7992,122637
lafourche,louisiana,97029,73.3,14.8,49262,90.2,1867,28269
lincoln,louisiana,46953,85.3,32.3,34152,99.1,977,14335
livingston,louisiana,131942,83.6,17.1,57254,197.5,1583,17334
madison,louisiana,12154,76.6,11.5,26178,19.4,211,2379
morehouse,louisiana,27559,75.1,11.3,31269,35.2,477,5175
natchitoches,louisiana,39436,80.7,21.6,31830,31.6,809,10718
orleans,louisiana,369250,83.9,32.3,37325,2029.4,8386,151821
ouachita,louisiana,155363,84,23.2,39724,251.8,4145,62418
plaquemines,louisiana,23921,81.6,16.8,55301,29.5,698,11603
pointe coupee,louisiana,22726,77.7,15.6,43030,40.9,375,4135
rapides,louisiana,132373,81.8,18.5,40470,99.9,3216,46766
red river,louisiana,8983,74,13,37159,23.4,130,2014
richland,louisiana,20921,73.6,12.2,38469,37.1,411,5237
sabine,louisiana,24325,79.7,11.9,36959,28,470,4562
st bernard,louisiana,41635,79.5,10.2,40450,95.1,666,7482
st charles,louisiana,52681,85.4,19.5,60207,189.1,942,20632
st helena,louisiana,11071,80.3,9.9,29632,27.4,113,1034
st james,louisiana,21722,81.8,11.3,52887,91.5,324,6556
st john the baptist,louisiana,44758,82.2,15.6,49671,215.5,733,13842
st landry,louisiana,83662,74.2,12.6,34350,90.3,1606,21629
st martin,louisiana,52726,74.6,12.1,40358,70.7,900,11312
st mary,louisiana,53697,70,9.9,40171,98.4,1379,23536
st tammany,louisiana,239453,88.4,29.8,61442,276.4,5869,68857
tangipahoa,louisiana,123441,79.9,19.8,40214,153,2261,33304
tensas,louisiana,4954,74.6,11.8,28090,8.7,92,488
terrebonne,louisiana,111893,73.1,13.3,48166,90.8,2913,47988
union,louisiana,22419,79.3,12.7,37426,25.9,334,4055
vermilion,louisiana,58723,75.6,12.1,43349,49.4,1034,10165
vernon,louisiana,53869,84.8,17.2,45292,39.4,716,8811
washington,louisiana,46670,77.5,11.4,30554,70.4,638,7475
webster,louisiana,40940,76.3,13.7,36225,69.5,801,10682
west baton rouge,louisiana,24106,82.1,17,49929,123.6,514,10451
west carroll,louisiana,11512,72.1,7.8,30446,32.3,182,1760
west feliciana,louisiana,15405,69.8,15.8,50685,38.8,193,2531
winn,louisiana,15000,75.4,12.2,30938,16.1,305,4463
androscoggin,maine,107609,87,18.6,45699,230.2,2749,43155
aroostook,maine,70868,84.2,16.4,37138,10.8,2005,22038
cumberland,maine,283921,93.6,39.9,57267,337.2,10743,153928
franklin,maine,30630,88.7,23.6,40502,18.1,793,9255
hancock,maine,54558,91.7,31.4,47421,34.3,2155,16589
kennebec,maine,121853,90.9,24.4,46904,140.8,3242,43377
knox,maine,39668,90.3,28.4,46845,108.8,1681,13229
lincoln,maine,34180,92.3,31.3,48862,75.6,1393,8317
oxford,maine,57481,88.2,18.3,40889,27.8,1288,14061
penobscot,maine,153746,89.9,23.4,43601,45.3,4127,57082
piscataquis,maine,17290,87.9,16.9,35123,4.4,436,4445
sagadahoc,maine,35191,92.3,31.1,56865,139.1,889,13007
somerset,maine,51910,86.7,15.4,37875,13.3,1158,13511
waldo,maine,38820,90,24.6,41728,53.1,966,8393
washington,maine,32462,85.9,19.2,35272,12.8,853,7189
york,maine,199005,90.9,28,56552,199,5430,50506
allegany,maryland,74012,86.4,15.9,39408,177,1647,24485
anne arundel,maryland,550488,90.4,36.3,85690,1295.9,13370,203465
baltimore,maryland,817455,89.2,35.2,65411,1345.5,19627,310726
baltimore city,maryland,621342,78.5,25.8,40100,7671.5,12089,271612
calvert,maryland,89628,92.1,29.2,92981,416.3,1687,17128
caroline,maryland,32718,82.2,16.2,61021,103.5,614,6663
carroll,maryland,167217,90.3,31.5,83325,373.4,4173,47074
cecil,maryland,101696,86.9,21,66903,292,1771,24366
charles,maryland,150592,90.6,26.3,92135,320.2,2627,31333
dorchester,maryland,32551,82.2,18,46683,60.3,736,9185
frederick,maryland,239582,91.5,36.6,82668,353.5,5730,79271
garrett,maryland,29854,84.7,17.3,45280,46.5,907,11092
harford,maryland,248622,91.3,30.9,79953,560.1,5303,65877
howard,maryland,299430,94.9,58.7,105692,1144.9,8547,152384
kent,maryland,20191,85.5,29.6,53480,72.9,636,7033
montgomery,maryland,1004709,91.1,56.8,95660,1978.2,26327,412473
prince georges,maryland,881138,85.8,29.7,73447,1788.8,13991,243227
queen annes,maryland,48595,90.3,29.9,84483,128.5,1316,11184
somerset,maryland,26253,81.6,14.3,41420,82.8,362,3719
st marys,maryland,108987,89.8,28.5,82529,294.4,1908,28636
talbot,maryland,38098,88.8,32.7,63399,140.7,1458,17162
washington,maryland,149180,84.2,19,53180,322.1,3425,55501
wicomico,maryland,100647,85.4,25.6,51739,263.7,2496,36728
worcester,maryland,51578,88.7,27.3,57474,109.9,2100,16881
barnstable,massachusetts,215423,94.9,40.5,60525,548.3,8116,68452
berkshire,massachusetts,130016,90.7,30.2,48705,141.6,3985,53110
bristol,massachusetts,551082,80.6,25.1,55813,991.3,12637,192687
dukes,massachusetts,17041,92.7,42.5,69760,160.2,1019,4935
essex,massachusetts,755618,88.4,36.4,65785,1508.8,17874,267837
franklin,massachusetts,71540,91.2,32.3,52246,102.1,1571,19931
hampden,massachusetts,465923,83.5,23.9,48866,751,9652,163486
hampshire,massachusetts,159795,92.3,42,60331,299.8,3459,55451
middlesex,massachusetts,1537215,91.8,49.8,79691,1837.9,41961,802736
nantucket,massachusetts,10298,93.1,42.1,84979,226.2,883,3560
norfolk,massachusetts,681845,93.5,48.2,83733,1693.6,18987,312576
plymouth,massachusetts,499759,91.9,32.9,74698,750.9,11740,147825
suffolk,massachusetts,744426,83.1,39.2,51638,12415.7,19436,550649
worcester,massachusetts,806163,88.7,33.3,65772,528.6,17421,270224
alcona,michigan,10635,85.9,12.8,35490,16.2,185,1073
alger,michigan,9541,86.5,17.1,38231,10.5,244,1716
allegan,michigan,112039,89.4,20.1,51232,135,2230,32394
alpena,michigan,29234,88.1,15.4,38081,51.8,796,9600
antrim,michigan,23406,90,23.4,42440,49.6,553,3529
arenac,michigan,15477,81.1,10.8,36281,43.8,339,2961
baraga,michigan,8683,82.6,11.3,40115,9.9,201,1741
barry,michigan,58990,90.6,16.9,52061,107,887,9268
bay,michigan,106935,88.2,18.3,45962,243.7,2254,30165
benzie,michigan,17465,90.2,25.2,47017,54.8,425,2304
berrien,michigan,156067,86.7,23.7,42488,276.2,3623,51085
branch,michigan,43868,86.4,14.1,42505,89.4,799,10632
calhoun,michigan,135099,87.8,18.7,42287,192.8,2670,47544
cass,michigan,52242,86.5,16.7,45432,106.7,734,7023
charlevoix,michigan,26023,91.7,25.2,48745,62.3,812,7203
cheboygan,michigan,25835,88.5,17.3,37844,36.6,757,4495
chippewa,michigan,38917,88.7,17.9,41108,24.7,805,8353
clare,michigan,30753,83.2,11,34431,54.8,527,5473
clinton,michigan,76001,92.9,27.2,58244,133.1,1231,15493
crawford,michigan,14009,84.3,15,39597,25.3,302,3115
delta,michigan,36884,91.3,18.3,42932,31.7,1100,11593
dickinson,michigan,26220,93.3,19.3,43651,34.4,893,12405
eaton,michigan,108008,93,24.6,54170,187.3,2034,38204
emmet,michigan,32915,92.7,29.6,50269,69.9,1460,13313
genesee,michigan,418408,88.4,18.9,43418,668.5,7810,111270
gladwin,michigan,25484,85.2,11.3,38160,51.2,407,3539
gogebic,michigan,16084,91.8,18.4,34917,14.9,412,4260
grand traverse,michigan,89112,92.9,29.8,50629,187.3,3278,39944
gratiot,michigan,42063,87.4,13.1,39867,74.7,737,10674
hillsdale,michigan,46229,86.7,14.2,43139,78.1,797,11141
houghton,michigan,36520,90.4,27.1,34625,36.3,900,8721
huron,michigan,32463,85.1,14,40200,39.6,952,10037
ingham,michigan,281723,90.6,35.4,45758,505.1,6201,100273
ionia,michigan,63941,86.6,13.4,46958,111.9,873,10028
iosco,michigan,25357,85.1,13.7,36445,47.1,619,5746
iron,michigan,11587,88.8,16.3,35390,10.1,363,2568
isabella,michigan,70617,89.6,25.7,36815,122.8,1412,19928
jackson,michigan,160309,88.9,17.9,47169,228.4,2995,46046
kalamazoo,michigan,254580,92.3,33.6,46019,445.7,5567,103970
kalkaska,michigan,17099,86,10.4,39130,30.6,315,3083
kent,michigan,614462,88.6,30.3,50801,711.5,15408,302912
keweenaw,michigan,2215,91.2,22.6,39821,4,58,170
lake,michigan,11498,81.9,9.4,30639,20.3,167,1050
lapeer,michigan,88173,89.6,17,54240,137.4,1541,16091
leelanau,michigan,21607,93.8,38.6,55247,62.5,705,3823
lenawee,michigan,98987,88.4,19.5,48595,133.3,1827,22482
livingston,michigan,182838,94,31.3,71694,320.2,4045,46409
luce,michigan,6522,84,13.7,42083,7.4,163,1252
mackinac,michigan,11137,88.7,19.8,39055,10.9,444,2250
macomb,michigan,847383,87.9,22,54087,1754.9,17806,263087
manistee,michigan,24672,87.1,17.6,41169,45.6,563,5232
marquette,michigan,67906,92.3,28.6,45495,37.1,1644,21200
mason,michigan,28680,88.1,19.5,40683,58,744,8529
mecosta,michigan,43318,88.7,21.6,37677,77.1,739,8963
menominee,michigan,23815,89.4,13.4,42014,23,457,5278
midland,michigan,83822,91.4,31.9,52465,162,1771,36653
missaukee,michigan,15031,86.5,13.4,39735,26.3,273,1867
monroe,michigan,151048,88.2,17.1,55826,276.7,2333,34779
montcalm,michigan,63097,85.8,13.3,40068,89.8,1036,11970
montmorency,michigan,9476,83.1,10.4,34490,17.9,211,1573
muskegon,michigan,170182,87.8,16.8,40298,344.9,3268,49204
newaygo,michigan,47959,85.3,13.1,43864,59.6,784,8891
oakland,michigan,1220657,92.5,42.4,66456,1385.7,38205,609608
oceana,michigan,26310,83,14.8,40422,51.9,511,4069
ogemaw,michigan,21437,82.9,10.5,35988,38.5,584,5785
ontonagon,michigan,6413,90.1,16.9,34786,5.2,199,1213
osceola,michigan,23276,86.5,12.5,39035,41.5,419,5921
oscoda,michigan,8592,80.9,9.7,32838,15.3,194,1469
otsego,michigan,24020,90,20,46303,46.9,762,8101
ottawa,michigan,269099,90.6,29.3,55661,468.2,5633,90369
presque isle,michigan,13129,85.7,14.3,39240,20.3,342,2131
roscommon,michigan,24106,84.4,13.8,33286,47.1,563,4542
saginaw,michigan,198353,86.8,18.6,43258,250.2,4375,75555
sanilac,michigan,42268,85.9,11.2,40437,44.8,845,7553
schoolcraft,michigan,8343,88.2,12.1,38367,7.2,226,1925
shiawassee,michigan,69232,89.6,14.5,47552,133.1,1158,12389
st clair,michigan,160644,88.1,15.6,48869,226.1,3123,39572
st joseph,michigan,60796,83.9,14.1,44433,122.4,1182,19492
tuscola,michigan,54662,85.3,12.9,43315,69.4,883,9099
van buren,michigan,75454,84.6,17.8,44428,125.5,1300,15395
washtenaw,michigan,350946,93.8,51,59737,488.4,7889,134317
wayne,michigan,1792365,83.5,20.6,41886,2974.4,32199,579596
wexford,michigan,32608,87.7,16.5,42209,57.9,822,12608
aitkin,minnesota,15927,89.4,15.1,41301,8.9,399,2979
anoka,minnesota,336414,93.1,25.8,69139,782.1,7207,105135
becker,minnesota,33000,90,21.4,47959,24.7,955,11146
beltrami,minnesota,45375,89.2,29.1,43989,17.7,1147,13747
benton,minnesota,38865,90.1,18.8,51159,94.2,897,14440
big stone,minnesota,5164,89.4,16.8,44438,10.6,178,1587
blue earth,minnesota,65091,93.1,29.6,48911,85.6,1919,34283
brown,minnesota,25425,89.4,18.5,48149,42.4,765,12145
carlton,minnesota,35348,91.1,22.4,53553,41.1,702,7757
carver,minnesota,93707,94.7,42.9,82710,256.9,2328,34145
cass,minnesota,28357,90.1,20,43042,14.1,817,6467
chippewa,minnesota,12135,86.7,16.6,44712,21.4,429,5137
chisago,minnesota,53452,92.8,18.3,67075,129.9,1213,12550
clay,minnesota,60155,93,30.4,52108,56.4,1263,16799
clearwater,minnesota,8703,84.6,15.7,39143,8.7,200,2291
cook,minnesota,5185,93.3,34.4,49496,3.6,267,1974
cottonwood,minnesota,11597,85,17.1,43111,18.3,351,4554
crow wing,minnesota,62882,91.7,22.2,45853,62.6,2026,24886
dakota,minnesota,405088,94.5,38.4,73723,709,9835,163548
dodge,minnesota,20231,90.9,22.1,66216,45.7,418,3997
douglas,minnesota,36415,91.3,22.5,48436,56.5,1326,16040
faribault,minnesota,14263,89.9,16.6,43214,20.4,457,4321
fillmore,minnesota,20834,87.3,18.7,47940,24.2,624,4680
freeborn,minnesota,31054,87.3,14.2,43447,44.2,812,11148
goodhue,minnesota,46336,91,22.2,56099,61,1312,19227
grant,minnesota,5944,88.7,17.2,43777,11,203,1427
hennepin,minnesota,1184576,92.1,44.7,62966,2081.7,38620,797765
houston,minnesota,18837,90.6,22.7,53017,34.5,437,4028
hubbard,minnesota,20347,91.5,22.3,45733,22.1,564,4319
isanti,minnesota,38248,91.6,16.5,58721,86.8,775,8171
itasca,minnesota,45221,92.5,21.2,47106,16.9,1170,13124
jackson,minnesota,10281,90.6,15.9,47455,14.6,321,5145
kanabec,minnesota,16005,86.8,13.2,46863,31.1,295,3188
kandiyohi,minnesota,42379,88.1,21.4,49915,53,1399,19035
kittson,minnesota,4493,89.4,21.4,50049,4.1,147,1018
koochiching,minnesota,13208,89.4,17.2,41135,4.3,413,4330
lac qui parle,minnesota,7109,88.5,16.2,48269,9.5,191,1945
lake,minnesota,10818,92.7,20,47450,5.2,289,3246
lake of the woods,minnesota,3973,88.8,15.9,43523,3.1,155,1357
le sueur,minnesota,27677,90.4,21.3,58074,61.7,659,6263
lincoln,minnesota,5818,90.5,18.1,46270,11,214,1533
lyon,minnesota,25543,89.9,25.8,47254,36.2,820,13061
mahnomen,minnesota,5536,83.5,13.7,39385,9.7,97,1597
marshall,minnesota,9449,86.2,16.6,49636,5.3,271,1643
martin,minnesota,20475,88.7,19.1,44791,29.3,622,8422
mcleod,minnesota,36053,90.5,18.3,57323,74.6,993,16574
meeker,minnesota,23061,89.8,16.1,51929,38.3,578,6095
mille lacs,minnesota,25740,87.7,14.7,46100,45.6,647,7602
morrison,minnesota,33052,87.3,14.8,46054,29.5,874,8434
mower,minnesota,39372,85.9,16.1,45596,55.1,874,14279
murray,minnesota,8577,89.5,15.7,47833,12.4,306,2333
nicollet,minnesota,32929,93,33.2,59877,73,645,11363
nobles,minnesota,21487,79.4,15.6,45552,29.9,611,9327
norman,minnesota,6634,87.4,14.9,43333,7.9,196,1341
olmsted,minnesota,147066,94.1,40.4,66202,220.8,3386,76509
otter tail,minnesota,57288,88.8,21.2,45494,29.1,1690,18472
pennington,minnesota,14074,88,15.4,45007,22.6,387,7996
pine,minnesota,29218,86.8,12.8,44463,21.1,575,6730
pipestone,minnesota,9345,85.7,16.7,42217,20.6,336,3673
polk,minnesota,31416,87.9,21.7,49257,16,768,9781
pope,minnesota,10892,90.8,18.5,49599,16.4,375,3477
ramsey,minnesota,520152,89.7,38.8,52713,3341.7,13132,287971
red lake,minnesota,4087,87,13.9,47719,9.5,105,664
redwood,minnesota,15847,87.1,16.4,45177,18.3,519,5468
renville,minnesota,15369,87.9,15.9,48442,16,479,4529
rice,minnesota,64854,89.8,26.9,59533,129.4,1496,22468
rock,minnesota,9553,89.2,17.2,44510,20.1,252,2480
roseau,minnesota,15476,89.1,17.5,48612,9.3,405,7099
scott,minnesota,135152,94.2,36.3,83415,364.5,3111,37992
sherburne,minnesota,89455,92.7,24.3,71819,204.4,1895,19383
sibley,minnesota,15123,86.9,13.7,52482,25.9,358,3131
st louis,minnesota,200319,92.5,25.5,45399,32,5367,82204
stearns,minnesota,151606,90.4,23.9,53035,112.2,4267,75490
steele,minnesota,36322,90.8,23.7,57290,85.1,996,18568
