"","Zip","BotCount","MedianIncome","Population","IncomeRounded","PopulationRoundes"
"57",2375,1,78410,9034,80000,10000
"58",2420,1,139453,14109,140000,15000
"59",2446,1,67338,24351,70000,25000
"60",2460,1,107495,8772,110000,9000
"61",2462,1,134119,1679,140000,2000
"62",2532,1,60257,11275,70000,12000
"63",2542,1,39803,1588,40000,2000
"64",2561,1,68597,481,70000,1000
"65",2601,1,44219,15104,50000,16000
"66",2632,1,67464,11376,70000,12000
"67",2635,1,75166,3412,80000,4000
"68",2644,1,82198,3876,90000,4000
"69",2645,1,55137,9578,60000,10000
"70",2648,1,71212,7610,80000,8000
"71",2653,1,57062,6359,60000,7000
"72",2660,1,52611,6546,60000,7000
"73",2664,1,46673,9702,50000,10000
"74",2668,1,71947,3274,80000,4000
"75",2738,1,101006,5118,110000,6000
"76",2766,1,77953,17869,80000,18000
"77",2769,1,90530,10179,1e+05,11000
"78",2770,1,95022,4397,1e+05,5000
"79",2790,1,68367,14305,70000,15000
"80",2808,1,73725,2279,80000,3000
"81",2830,1,65423,5806,70000,6000
"82",2832,1,71453,4481,80000,5000
"83",2852,1,76449,23107,80000,24000
"84",2871,1,59264,12418,60000,13000
"85",2889,1,60122,29615,70000,30000
"86",2896,1,79213,10549,80000,11000
"87",3051,1,77996,22952,80000,23000
"88",3055,1,70617,13437,80000,14000
"89",3057,1,97234,2091,1e+05,3000
"90",3070,1,86118,4097,90000,5000
"91",3076,1,93085,10913,1e+05,11000
"92",3106,1,53663,7285,60000,8000
"93",3109,1,67513,9484,70000,10000
"94",3110,1,117684,18257,120000,19000
"95",3222,1,47954,5020,50000,6000
"96",3224,1,78500,1947,80000,2000
"97",3244,1,57426,6950,60000,7000
"98",3249,1,60450,6763,70000,7000
"99",3281,1,78480,7775,80000,8000
"100",3443,1,79400,695,80000,1000
"101",3458,1,70275,6274,80000,7000
"102",3561,1,44787,5864,50000,6000
"103",3603,1,49290,5027,50000,6000
"104",3813,1,46708,2530,50000,3000
"105",3814,1,44967,2265,50000,3000
"106",3818,1,49733,3309,50000,4000
"107",3824,1,60676,12659,70000,13000
"108",3836,1,45728,1286,50000,2000
"109",3848,1,69792,5863,70000,6000
"110",3857,1,70588,8048,80000,9000
"111",3886,1,51872,1854,60000,2000
"112",3906,1,57711,4331,60000,5000
"113",3911,1,57101,341,60000,1000
"114",4030,1,60288,1836,70000,2000
"115",4039,1,67751,6428,70000,7000
"116",4049,1,56924,3355,60000,4000
"117",4055,1,52824,3200,60000,4000
"118",4096,1,77652,8357,80000,9000
"119",4224,1,41466,2960,50000,3000
"120",4236,1,56719,4078,60000,5000
"121",4250,1,42531,4037,50000,5000
"122",4254,1,32677,3213,40000,4000
"123",4255,1,44549,783,50000,1000
"124",4257,1,33194,2959,40000,3000
"125",4280,1,51911,5803,60000,6000
"126",4281,1,37342,4737,40000,5000
"127",4364,1,58066,6167,60000,7000
"128",4428,1,49503,2795,50000,3000
"129",4444,1,80066,7727,90000,8000
"130",4462,1,35908,5559,40000,6000
"131",4463,1,31016,2868,40000,3000
"132",4468,1,34495,9658,40000,10000
"133",4474,1,68135,3526,70000,4000
"134",4539,1,52873,1014,60000,2000
"135",4693,1,44531,984,50000,1000
"136",4732,1,35849,1863,40000,2000
"137",4938,1,38553,9200,40000,10000
"138",4966,1,42237,1664,50000,2000
"139",4967,1,40015,4252,50000,5000
"140",4989,1,50389,3905,60000,4000
"141",5001,1,50513,9123,60000,10000
"142",5061,1,49230,1679,50000,2000
"143",5089,1,48659,4979,50000,5000
"144",5091,1,72113,3288,80000,4000
"145",5155,1,49285,828,50000,1000
"146",5250,1,48886,3408,50000,4000
"147",5446,1,63458,15373,70000,16000
"148",5478,1,55763,14449,60000,15000
"149",5491,1,59347,5909,60000,6000
"150",5655,1,54813,2868,60000,3000
"151",5679,1,50516,3296,60000,4000
"152",5743,1,46220,4330,50000,5000
"153",5851,1,39882,6528,40000,7000
"154",5853,1,40357,711,50000,1000
"155",5860,1,41020,2557,50000,3000
"156",6001,1,107974,18385,110000,19000
"157",6016,1,68764,6226,70000,7000
"158",6043,1,89426,4986,90000,5000
"159",6066,1,64308,29219,70000,30000
"160",6068,1,63481,1612,70000,2000
"161",6070,1,113662,15104,120000,16000
"162",6073,1,122539,5651,130000,6000
"163",6078,1,88786,12413,90000,13000
"164",6117,1,98210,17267,1e+05,18000
"165",6120,1,17588,9668,20000,10000
"166",6226,1,39367,20114,40000,21000
"167",6237,1,85891,5492,90000,6000
"168",6238,1,87706,12428,90000,13000
"169",6250,1,75917,4821,80000,5000
"170",6260,1,53919,9510,60000,10000
"171",6268,1,49247,11481,50000,12000
"172",6357,1,74262,12552,80000,13000
"173",6379,1,64043,9038,70000,10000
"174",6382,1,61471,11947,70000,12000
"175",6401,1,55905,19237,60000,20000
"176",6410,1,109266,29161,110000,30000
"177",6412,1,80185,3994,90000,4000
"178",6419,1,99500,6525,1e+05,7000
"179",6475,1,78292,10242,80000,11000
"180",6477,1,99808,13956,1e+05,14000
"181",6479,1,82358,10431,90000,11000
"182",6498,1,61082,6963,70000,7000
"183",6512,1,59713,29861,60000,30000
"184",6524,1,113720,5563,120000,6000
"185",6607,1,33843,7843,40000,8000
"186",6608,1,27565,13671,30000,14000
"187",6611,1,106365,36091,110000,37000
"188",6615,1,56700,18453,60000,19000
"189",6716,1,79520,16680,80000,17000
"190",6751,1,82899,3577,90000,4000
"191",6786,1,72693,9867,80000,10000
"192",6830,1,137453,24027,140000,25000
"193",6906,1,83119,9088,90000,10000
"194",7006,1,108792,26231,110000,27000
"195",7009,1,96718,12358,1e+05,13000
"196",7012,1,65757,11283,70000,12000
"197",7014,1,70340,4795,80000,5000
"198",7022,1,44907,13255,50000,14000
"199",7029,1,51730,16801,60000,17000
"200",7031,1,70502,15180,80000,16000
"201",7034,1,76670,9328,80000,10000
"202",7043,1,157381,12106,160000,13000
"203",7044,1,92257,13567,1e+05,14000
"204",7045,1,119421,9853,120000,10000
"205",7046,1,154384,4295,160000,5000
"206",7078,1,205243,12918,210000,13000
"207",7079,1,127396,17150,130000,18000
"208",7082,1,133102,5186,140000,6000
"209",7086,1,60750,13501,70000,14000
"210",7092,1,116150,6643,120000,7000
"211",7108,1,29834,25006,30000,26000
"212",7112,1,39987,27039,40000,28000
"213",7204,1,64822,13281,70000,14000
"214",7205,1,56931,21736,60000,22000
"215",7305,1,54392,58533,60000,59000
"216",7401,1,131563,6675,140000,7000
"217",7421,1,89212,7751,90000,8000
"218",7438,1,94316,11536,1e+05,12000
"219",7444,1,84587,9234,90000,10000
"220",7446,1,115109,14360,120000,15000
"221",7450,1,150933,24926,160000,25000
"222",7513,1,41617,12818,50000,13000
"223",7522,1,32050,20482,40000,21000
"224",7603,1,76022,8249,80000,9000
"225",7607,1,79852,9513,80000,10000
"226",7624,1,114696,8382,120000,9000
"227",7628,1,83132,17474,90000,18000
"228",7630,1,99292,7145,1e+05,8000
"229",7641,1,135694,3391,140000,4000
"230",7642,1,115878,10056,120000,11000
"231",7645,1,111633,7045,120000,8000
"232",7656,1,106646,8689,110000,9000
"233",7660,1,61928,12873,70000,13000
"234",7661,1,97645,10946,1e+05,11000
"235",7677,1,150404,5777,160000,6000
"236",7701,1,76725,23144,80000,24000
"237",7716,1,86309,8676,90000,9000
"238",7732,1,75644,5418,80000,6000
"239",7733,1,144078,15749,150000,16000
"240",7734,1,49908,14146,50000,15000
"241",7737,1,77200,4287,80000,5000
"242",7750,1,94583,3604,1e+05,4000
"243",7751,1,126204,16692,130000,17000
"244",7756,1,37960,4262,40000,5000
"245",7758,1,93469,4842,1e+05,5000
"246",7762,1,82730,9218,90000,10000
"247",7827,1,65532,3824,70000,4000
"248",7830,1,61932,3766,70000,4000
"249",7852,1,112518,2504,120000,3000
"250",7857,1,59641,2982,60000,3000
"251",7921,1,88515,7864,90000,8000
"252",7940,1,108845,16643,110000,17000
"253",7945,1,137647,9419,140000,10000
"254",7974,1,116386,12003,120000,13000
"255",7981,1,102697,8392,110000,9000
"256",8002,1,67229,20631,70000,21000
"257",8005,1,64681,16845,70000,17000
"258",8008,1,72586,7863,80000,8000
"259",8022,1,84514,5225,90000,6000
"260",8027,1,63817,4870,70000,5000
"261",8039,1,106667,128,110000,1000
"262",8048,1,81636,10512,90000,11000
"263",8049,1,55994,5432,60000,6000
"264",8061,1,98295,734,1e+05,1000
"265",8069,1,43621,12428,50000,13000
"266",8079,1,46613,12016,50000,13000
"267",8085,1,89416,10848,90000,11000
"268",8090,1,82200,8400,90000,9000
"269",8091,1,61029,5288,70000,6000
"270",8097,1,81311,3305,90000,4000
"271",8103,1,27980,15898,30000,16000
"272",8106,1,68551,10308,70000,11000
"273",8107,1,53206,13515,60000,14000
"274",8202,1,87552,2235,90000,3000
"275",8210,1,66351,15100,70000,16000
"276",8226,1,57881,15376,60000,16000
"277",8244,1,48775,11666,50000,12000
"278",8322,1,72934,9594,80000,10000
"279",8502,1,145174,9232,150000,10000
"280",8512,1,95747,10305,1e+05,11000
"281",8514,1,101254,3449,110000,4000
"282",8515,1,138129,5176,140000,6000
"283",8530,1,86772,7302,90000,8000
"284",8533,1,74894,6080,80000,7000
"285",8550,1,153681,17673,160000,18000
"286",8554,1,77706,3648,80000,4000
"287",8562,1,67329,6499,70000,7000
"288",8611,1,35860,23398,40000,24000
"289",8691,1,96594,11321,1e+05,12000
"290",8755,1,67317,23050,70000,24000
"291",8809,1,97898,6647,1e+05,7000
"292",8820,1,111084,37546,120000,38000
"293",8852,1,93959,14018,1e+05,15000
"294",8853,1,128874,4953,130000,5000
"295",8865,1,59278,28974,60000,29000
"296",8867,1,104602,4453,110000,5000
"297",8902,1,79335,36562,80000,37000
"298",10006,1,111220,972,120000,1000
"299",10014,1,98450,32867,1e+05,33000
"300",10017,1,102524,16231,110000,17000
"301",10036,1,62393,18660,70000,19000
"302",10037,1,40080,16994,50000,17000
"303",10309,1,84917,27255,90000,28000
"304",10312,1,84524,55963,90000,56000
"305",10474,1,24244,11365,30000,12000
"306",10514,1,189957,11974,190000,12000
"307",10523,1,80390,7710,90000,8000
"308",10577,1,193533,3419,2e+05,4000
"309",10589,1,96884,7404,1e+05,8000
"310",10591,1,86347,21538,90000,22000
"311",10594,1,110169,5038,120000,6000
"312",10707,1,97931,9712,1e+05,10000
"313",10709,1,96536,8888,1e+05,9000
"314",10918,1,88168,11572,90000,12000
"315",10924,1,84649,12319,90000,13000
"316",10925,1,74809,4870,80000,5000
"317",10930,1,104131,7253,110000,8000
"318",10960,1,78145,14569,80000,15000
"319",10962,1,117728,5329,120000,6000
"320",10970,1,89426,9366,90000,10000
"321",10989,1,85642,9345,90000,10000
"322",10994,1,106989,7246,110000,8000
"323",11001,1,96705,26707,1e+05,27000
"324",11010,1,82519,23829,90000,24000
"325",11042,1,144293,514,150000,1000
"326",11217,1,72611,35641,80000,36000
"327",11228,1,55200,40169,60000,41000
"328",11357,1,74097,39650,80000,40000
"329",11362,1,74827,17509,80000,18000
"330",11366,1,76377,13795,80000,14000
"331",11416,1,46713,21053,50000,22000
"332",11423,1,64756,31575,70000,32000
"333",11426,1,74452,17445,80000,18000
"334",11436,1,62297,18291,70000,19000
"335",11507,1,103384,7526,110000,8000
"336",11557,1,113487,8053,120000,9000
"337",11558,1,85183,8553,90000,9000
"338",11559,1,112233,8100,120000,9000
"339",11565,1,115184,9088,120000,10000
"340",11579,1,99101,5148,1e+05,6000
"341",11713,1,77829,8743,80000,9000
"342",11714,1,87906,22950,90000,23000
"343",11718,1,124722,3248,130000,4000
"344",11742,1,84777,11697,90000,12000
"345",11747,1,108881,16103,110000,17000
"346",11764,1,111468,11116,120000,12000
"347",11768,1,114683,22039,120000,23000
"348",11786,1,112174,5933,120000,6000
"349",11790,1,108212,17609,110000,18000
"350",11792,1,104158,7511,110000,8000
"351",11797,1,139209,9111,140000,10000
"352",11798,1,67938,14796,70000,15000
"353",11932,1,94589,1417,1e+05,2000
"354",11937,1,79893,13215,80000,14000
"355",11949,1,86595,11362,90000,12000
"356",11952,1,90734,4559,1e+05,5000
"357",11955,1,69803,2672,70000,3000
"358",11965,1,71384,489,80000,1000
"359",11980,1,84579,4305,90000,5000
"360",12018,1,70813,7393,80000,8000
"361",12025,1,53760,5312,60000,6000
"362",12033,1,77276,7828,80000,8000
"363",12053,1,72749,4366,80000,5000
"364",12074,1,67456,2973,70000,3000
"365",12077,1,82112,5982,90000,6000
"366",12086,1,58262,1870,60000,2000
"367",12094,1,56949,2155,60000,3000
"368",12095,1,46267,12776,50000,13000
"369",12117,1,45955,3310,50000,4000
"370",12118,1,58015,11643,60000,12000
"371",12122,1,55065,4396,60000,5000
"372",12123,1,58221,5168,60000,6000
"373",12153,1,67481,763,70000,1000
"374",12154,1,70630,2710,80000,3000
"375",12156,1,78979,827,80000,1000
"376",12157,1,56295,4041,60000,5000
"377",12182,1,34651,9901,40000,10000
"378",12210,1,30598,9778,40000,10000
"379",12211,1,75955,10791,80000,11000
"380",12468,1,44002,1029,50000,2000
"381",12494,1,53553,817,60000,1000
"382",12498,1,60921,5020,70000,6000
"383",12501,1,46316,2234,50000,3000
"384",12522,1,60821,5244,70000,6000
"385",12524,1,69062,11904,70000,12000
"386",12540,1,89946,7009,90000,8000
"387",12546,1,57569,3005,60000,4000
"388",12566,1,77388,10103,80000,11000
"389",12570,1,88127,6362,90000,7000
"390",12571,1,72020,11549,80000,12000
"391",12580,1,73532,4058,80000,5000
"392",12758,1,49840,4142,50000,5000
"393",12814,1,57500,1519,60000,2000
"394",12828,1,49862,8455,50000,9000
"395",12883,1,35619,5138,40000,6000
"396",12884,1,52531,360,60000,1000
"397",12930,1,37519,614,40000,1000
"398",12932,1,50674,1372,60000,2000
"399",12974,1,40169,1523,50000,2000
"400",12992,1,61377,4586,70000,5000
"401",12996,1,45105,1955,50000,2000
"402",13031,1,61986,15105,70000,16000
"403",13036,1,49542,8510,50000,9000
"404",13037,1,57807,8710,60000,9000
"405",13041,1,77707,9758,80000,10000
"406",13060,1,65452,2913,70000,3000
"407",13071,1,54130,1048,60000,2000
"408",13076,1,56596,2148,60000,3000
"409",13112,1,67888,1951,70000,2000
"410",13131,1,47507,4001,50000,5000
"411",13132,1,52344,4313,60000,5000
"412",13148,1,47508,10808,50000,11000
"413",13206,1,41095,16681,50000,17000
"414",13208,1,29888,21502,30000,22000
"415",13317,1,49256,3862,50000,4000
"416",13332,1,47787,2344,50000,3000
"417",13363,1,52255,2631,60000,3000
"418",13365,1,41327,8977,50000,9000
"419",13367,1,40891,7887,50000,8000
"420",13408,1,54199,3793,60000,4000
"421",13425,1,51435,1970,60000,2000
"422",13439,1,42447,3690,50000,4000
"423",13459,1,1575,68,10000,1000
"424",13461,1,61649,3152,70000,4000
"425",13691,1,44593,2671,50000,3000
"426",13697,1,39399,2137,40000,3000
"427",13750,1,48712,1075,50000,2000
"428",13778,1,46606,6100,50000,7000
"429",13788,1,5062,92,10000,1000
"430",13815,1,37838,14100,40000,15000
"431",13865,1,46996,6511,50000,7000
"432",14001,1,54057,9287,60000,10000
"433",14036,1,51534,5334,60000,6000
"434",14043,1,50187,26663,60000,27000
"435",14052,1,56013,15120,60000,16000
"436",14070,1,39446,6802,40000,7000
"437",14201,1,20512,13553,30000,14000
"438",14207,1,26253,22986,30000,23000
"439",14209,1,35969,8205,40000,9000
"440",14303,1,26198,6926,30000,7000
"441",14464,1,59287,7810,60000,8000
"442",14510,1,47873,5013,50000,6000
"443",14591,1,57424,1802,60000,2000
"444",14611,1,26261,18809,30000,19000
"445",14612,1,57827,34351,60000,35000
"446",14618,1,72476,22006,80000,23000
"447",14625,1,70491,11226,80000,12000
"448",14709,1,39411,1471,40000,2000
"449",14733,1,46087,4078,50000,5000
"450",14814,1,68009,1864,70000,2000
"451",14846,1,42869,775,50000,1000
"452",14903,1,44161,7540,50000,8000
"453",15009,1,54197,15286,60000,16000
"454",15017,1,55632,15437,60000,16000
"455",15033,1,28287,5770,30000,6000
"456",15066,1,41860,13771,50000,14000
"457",15071,1,66849,7638,70000,8000
"458",15110,1,22042,7307,30000,8000
"459",15136,1,45550,22672,50000,23000
"460",15140,1,36563,3660,40000,4000
"461",15201,1,35900,13553,40000,14000
"462",15202,1,45961,20840,50000,21000
"463",15213,1,32228,28417,40000,29000
"464",15216,1,48409,25703,50000,26000
"465",15218,1,48658,14878,50000,15000
"466",15224,1,30284,12408,40000,13000
"467",15229,1,55734,14371,60000,15000
"468",15233,1,18602,3065,20000,4000
"469",15234,1,56447,14405,60000,15000
"470",15241,1,106046,20864,110000,21000
"471",15431,1,32324,5206,40000,6000
"472",15461,1,29719,4687,30000,5000
"473",15628,1,45442,611,50000,1000
"474",15668,1,82456,12751,90000,13000
"475",15687,1,45442,1472,50000,2000
"476",15714,1,42449,5850,50000,6000
"477",15717,1,41477,11199,50000,12000
"478",15728,1,46539,3949,50000,4000
"479",15734,1,39309,342,40000,1000
"480",15748,1,41364,7217,50000,8000
"481",15853,1,41142,7329,50000,8000
"482",15857,1,46265,14595,50000,15000
"483",15901,1,20686,5427,30000,6000
"484",15906,1,29839,12340,30000,13000
"485",15926,1,37067,2802,40000,3000
"486",15931,1,45844,9092,50000,10000
"487",15943,1,39476,4382,40000,5000
"488",15944,1,40265,3545,50000,4000
"489",16037,1,65371,4578,70000,5000
"490",16055,1,64868,8012,70000,9000
"491",16056,1,49184,4957,50000,5000
"492",16063,1,55280,6814,60000,7000
"493",16105,1,49205,15169,50000,16000
"494",16134,1,40970,3962,50000,4000
"495",16201,1,43031,19066,50000,20000
"496",16242,1,44658,5110,50000,6000
"497",16254,1,44073,3574,50000,4000
"498",16316,1,39410,5619,40000,6000
"499",16345,1,51191,3661,60000,4000
"500",16403,1,45641,6422,50000,7000
"501",16412,1,49852,10972,50000,11000
"502",16507,1,27358,10303,30000,11000
"503",16510,1,47379,25072,50000,26000
"504",16678,1,37401,2906,40000,3000
"505",16701,1,39328,18635,40000,19000
"506",16915,1,43819,5964,50000,6000
"507",17044,1,33428,21542,40000,22000
"508",17078,1,60669,17762,70000,18000
"509",17082,1,41976,3167,50000,4000
"510",17241,1,54078,11471,60000,12000
"511",17260,1,36180,1309,40000,2000
"512",17304,1,52562,2718,60000,3000
"513",17347,1,60095,4431,70000,5000
"514",17349,1,72825,6740,80000,7000
"515",17363,1,78497,8506,80000,9000
"516",17579,1,62413,5767,70000,6000
"517",17584,1,61743,8418,70000,9000
"518",17724,1,36185,5115,40000,6000
"519",17815,1,43837,27695,50000,28000
"520",17830,1,45976,2024,50000,3000
"521",17844,1,44482,9481,50000,10000
"522",17857,1,45155,7440,50000,8000
"523",17921,1,41098,6656,50000,7000
"524",17954,1,35628,4674,40000,5000
"525",17959,1,35553,1500,40000,2000
"526",17965,1,41990,2192,50000,3000
"527",18015,1,44997,30612,50000,31000
"528",18018,1,46494,30915,50000,31000
"529",18031,1,71879,3426,80000,4000
"530",18034,1,94037,6118,1e+05,7000
"531",18036,1,78422,12170,80000,13000
"532",18051,1,73345,3162,80000,4000
"533",18066,1,76739,5187,80000,6000
"534",18069,1,83870,6649,90000,7000
"535",18072,1,57270,6411,60000,7000
"536",18088,1,60536,7838,70000,8000
"537",18101,1,20527,3872,30000,4000
"538",18202,1,38378,9670,40000,10000
"539",18229,1,48165,7084,50000,8000
"540",18232,1,38252,4219,40000,5000
"541",18328,1,56818,6833,60000,7000
"542",18353,1,63989,11360,70000,12000
"543",18403,1,49556,6703,50000,7000
"544",18443,1,47772,506,50000,1000
"545",18452,1,38153,5433,40000,6000
"546",18465,1,45039,1313,50000,2000
"547",18472,1,46794,5415,50000,6000
"548",18510,1,32970,13828,40000,14000
"549",18610,1,48196,3577,50000,4000
"550",18651,1,34015,9907,40000,10000
"551",18661,1,44827,5431,50000,6000
"552",18702,1,36367,42249,40000,43000
"553",18707,1,74885,13961,80000,14000
"554",18848,1,39841,8999,40000,9000
"555",18902,1,120798,18989,130000,19000
"556",18929,1,117127,8013,120000,9000
"557",18960,1,63886,11245,70000,12000
"558",19001,1,77605,17903,80000,18000
"559",19002,1,98154,30141,1e+05,31000
"560",19008,1,76695,21003,80000,22000
"561",19015,1,57914,16500,60000,17000
"562",19022,1,46577,4010,50000,5000
"563",19034,1,106374,6224,110000,7000
"564",19046,1,75341,18032,80000,19000
"565",19054,1,63029,17614,70000,18000
"566",19056,1,65150,16277,70000,17000
"567",19057,1,59163,16928,60000,17000
"568",19070,1,61112,7180,70000,8000
"569",19075,1,89053,7237,90000,8000
"570",19078,1,60016,11417,70000,12000
"571",19081,1,94198,10207,1e+05,11000
"572",19087,1,88675,28582,90000,29000
"573",19096,1,103988,13380,110000,14000
"574",19102,1,60193,4397,70000,5000
"575",19107,1,41800,12578,50000,13000
"576",19122,1,18175,19653,20000,20000
"577",19125,1,41365,23527,50000,24000
"578",19126,1,40869,16485,50000,17000
"579",19139,1,25579,43706,30000,44000
"580",19150,1,45898,25440,50000,26000
"581",19153,1,42266,11057,50000,12000
"582",19330,1,74485,4599,80000,5000
"583",19333,1,105130,6767,110000,7000
"584",19335,1,95344,41139,1e+05,42000
"585",19348,1,93443,18801,1e+05,19000
"586",19350,1,130190,9837,140000,10000
"587",19352,1,103183,7609,110000,8000
"588",19401,1,48473,37693,50000,38000
"589",19405,1,42494,5038,50000,6000
"590",19426,1,104778,30036,110000,31000
"591",19440,1,65133,17506,70000,18000
"592",19462,1,75490,13768,80000,14000
"593",19525,1,82983,10003,90000,11000
"594",19533,1,66362,6706,70000,7000
"595",19540,1,69418,11045,70000,12000
"596",19562,1,60601,2377,70000,3000
"597",19602,1,22903,17501,30000,18000
"598",19606,1,63895,30039,70000,31000
"599",19608,1,67201,16918,70000,17000
"600",19703,1,54595,14471,60000,15000
"601",19804,1,50561,17944,60000,18000
"602",19809,1,62356,14049,70000,15000
"603",19810,1,83287,25011,90000,26000
"604",19947,1,46488,18799,50000,19000
"605",19952,1,50085,10220,60000,11000
"606",20010,1,58574,30138,60000,31000
"607",20106,1,73043,5142,80000,6000
"608",20115,1,45273,3586,50000,4000
"609",20132,1,114663,15900,120000,16000
"610",20148,1,144065,28310,150000,29000
"611",20152,1,132037,24946,140000,25000
"612",20164,1,87106,37747,90000,38000
"613",20171,1,139278,45887,140000,46000
"614",20186,1,88283,14557,90000,15000
"615",20187,1,102892,15252,110000,16000
"616",20190,1,95309,17529,1e+05,18000
"617",20619,1,86935,6870,90000,7000
"618",20634,1,75579,4590,80000,5000
"619",20639,1,117622,11878,120000,12000
"620",20678,1,79125,8883,80000,9000
"621",20705,1,73669,21320,80000,22000
"622",20707,1,75802,25724,80000,26000
"623",20715,1,103051,25226,110000,26000
"624",20720,1,107766,14679,110000,15000
"625",20732,1,83556,7261,90000,8000
"626",20735,1,95944,32765,1e+05,33000
"627",20751,1,90436,2322,1e+05,3000
"628",20774,1,94962,33305,1e+05,34000
"629",20779,1,84563,1050,90000,2000
"630",20783,1,57414,44203,60000,45000
"631",20785,1,60857,38685,70000,39000
"632",20853,1,101308,27649,110000,28000
"633",20855,1,113501,14814,120000,15000
"634",20872,1,107482,11938,110000,12000
"635",20876,1,93751,21735,1e+05,22000
"636",20877,1,68961,31949,70000,32000
"637",20878,1,117975,56351,120000,57000
"638",20912,1,63830,25336,70000,26000
"639",21015,1,88868,23198,90000,24000
"640",21032,1,100844,8492,110000,9000
"641",21042,1,132698,35137,140000,36000
"642",21050,1,91241,14104,1e+05,15000
"643",21085,1,71516,14813,80000,15000
"644",21087,1,84036,5324,90000,6000
"645",21111,1,115030,4790,120000,5000
"646",21136,1,82649,29778,90000,30000
"647",21146,1,108054,25199,110000,26000
"648",21157,1,73004,34505,80000,35000
"649",21163,1,103699,3852,110000,4000
"650",21202,1,15615,14160,20000,15000
"651",21209,1,75583,23928,80000,24000
"652",21211,1,48519,16888,50000,17000
"653",21213,1,34289,38750,40000,39000
"654",21216,1,33091,36189,40000,37000
"655",21223,1,28463,31070,30000,32000
"656",21286,1,74787,18614,80000,19000
"657",21613,1,40843,16388,50000,17000
"658",21617,1,83610,6623,90000,7000
"659",21619,1,71071,5321,80000,6000
"660",21638,1,82921,3973,90000,4000
"661",21639,1,60189,3877,70000,4000
"662",21645,1,50859,1090,60000,2000
"663",21655,1,58120,4698,60000,5000
"664",21666,1,88680,11487,90000,12000
"665",21704,1,100248,4213,110000,5000
"666",21711,1,65833,984,70000,1000
"667",21755,1,94440,5781,1e+05,6000
"668",21758,1,78296,3859,80000,4000
"669",21793,1,47501,5329,50000,6000
"670",21874,1,50903,2202,60000,3000
"671",21918,1,67904,3896,70000,4000
"672",22039,1,187591,18364,190000,19000
"673",22043,1,107247,24302,110000,25000
"674",22046,1,106985,16235,110000,17000
"675",22079,1,95019,32059,1e+05,33000
"676",22101,1,164538,29883,170000,30000
"677",22150,1,82667,27105,90000,28000
"678",22180,1,118640,23491,120000,24000
"679",22182,1,156633,24863,160000,25000
"680",22206,1,92067,19051,1e+05,20000
"681",22305,1,70440,15440,80000,16000
"682",22308,1,137354,12737,140000,13000
"683",22309,1,84165,33220,90000,34000
"684",22311,1,48933,13131,50000,14000
"685",22312,1,74702,30614,80000,31000
"686",22443,1,50300,8083,60000,9000
"687",22448,1,71204,599,80000,1000
"688",22482,1,44415,2993,50000,3000
"689",22539,1,54525,2063,60000,3000
"690",22546,1,62783,15850,70000,16000
"691",22556,1,94915,25675,1e+05,26000
"692",22664,1,51360,8753,60000,9000
