Zip,Median,Pop
78057,37731,871
78058,41123,1256
78059,51406,5387
78060,53656,37
78061,32233,11031
78063,44609,9227
78064,50450,14102
78065,35248,10831
78066,67264,591
78067,24615,916
78069,41455,5137
78070,82531,14618
78071,53554,4240
78073,38623,8171
78075,43188,99
78076,23963,12612
78101,66640,7898
78102,44827,27593
78104,39098,175
78107,50893,360
78108,78876,27770
78109,58005,34603
78112,46750,7941
78113,52529,2435
78114,55692,20103
78116,49461,390
78117,47198,545
78118,37528,3976
78119,39021,7680
78121,71009,11381
78122,28192,418
78123,46603,2397
78124,60306,5609
78125,38229,96
78130,56272,59546
78132,84926,19139
78133,60008,16269
78140,31076,3380
78141,43407,596
78142,38229,119
78143,53846,85
78144,49461,45
78145,38229,103
78146,38229,771
78147,58182,1919
78148,57290,20139
78150,70227,11
78151,27671,1347
78152,64157,2294
78154,77200,30347
78155,48504,45341
78159,52227,1023
78160,53865,4273
78161,53955,864
78162,38229,375
78163,92297,9838
78164,44756,3796
78201,32231,45307
78202,21816,11691
78203,23685,6099
78204,32146,11125
78205,25779,1453
78207,22893,55514
78208,21809,3736
78209,70758,39197
78210,31576,36865
78211,30527,31944
78212,41266,28415
78213,40450,40396
78214,28470,23341
78215,27045,1150
78216,47542,40267
78217,45881,32165
78218,35393,31917
78219,39829,15225
78220,30467,15965
78221,36193,35990
78222,46838,19408
78223,38858,50637
78224,37822,17601
78225,30710,13025
78226,28708,6644
78227,36847,46077
78228,32230,58811
78229,32749,28804
78230,61084,39089
78231,74444,7906
78232,72727,35120
78233,53220,43710
78234,55375,7126
78235,35169,357
78236,41355,10392
78237,26040,36929
78238,37848,23514
78239,51102,28736
78240,49486,51111
78242,32211,31395
78243,50223,235
78244,54534,30757
78245,52173,56511
78247,69077,49176
78248,109943,13638
78249,58880,49951
78250,61009,54903
78251,62010,49435
78252,39960,7372
78253,76926,29007
78254,71269,44796
78255,105611,10826
78256,83986,6855
78257,107999,3946
78258,112080,40586
78259,99237,22660
78260,102770,24844
78261,93375,13513
78263,56547,4673
78264,48855,12339
78266,103314,5591
78330,48275,878
78332,38783,28710
78335,81022,4
78336,40301,11949
78338,48333,37
78339,33304,632
78340,40645,379
78341,31454,1760
78342,43798,386
78343,46669,4525
78344,28934,474
78349,31444,505
78351,54701,621
78352,53219,179
78353,41389,433
78355,24078,7081
78357,32675,3161
78358,40918,709
78359,26895,1944
78361,27532,3087
78362,54590,9447
78363,36657,30463
78368,32929,9227
78369,30982,444
78370,53638,4877
78371,29075,404
78372,40191,5452
78373,40812,3585
78374,61264,16620
78375,30810,3352
78376,31444,554
78377,44186,3821
78379,56649,1585
78380,43385,23141
78382,42574,19364
78383,43364,3539
78384,28308,6640
78385,48333,277
78387,36144,9574
78389,39894,1541
78390,47610,5616
78391,39773,325
78393,40645,2379
78401,16788,5391
78402,30441,536
78404,35514,17236
78405,26219,16867
78406,25683,1402
78407,25116,2955
78408,23985,12061
78409,34930,2939
78410,62773,26387
78411,42170,28024
78412,42961,36003
78413,65271,36953
78414,72441,30165
78415,37414,39271
78416,29876,15508
78417,40410,4176
78418,54848,29854
78419,41815,694
78501,34050,61219
78503,37852,21706
78504,57876,48703
78516,31352,33722
78520,28507,59408
78521,26141,93808
78526,40019,42460
78535,42551,581
78536,29722,451
78537,25050,39454
78538,22241,10210
78539,51797,30783
78541,29878,42431
78542,25862,53511
78543,19973,8447
78545,27837,555
78548,27038,675
78549,26430,990
78550,34739,53152
78552,39849,34111
78557,30382,12547
78558,29593,882
78559,26038,12751
78560,24776,4368
78561,22325,779
78562,21915,2868
78563,46773,376
78564,24615,270
78565,21052,402
78566,35117,16230
78567,27639,533
78569,24155,4039
78570,23494,32525
78572,38821,75221
78573,35089,34890
78574,30586,57071
78575,45930,8056
78576,23613,8775
78577,29827,70840
78578,33081,12516
78579,23476,4580
78580,23002,14963
78582,27232,40455
78583,32418,6623
78584,21450,18128
78585,29625,396
78586,32691,55878
78588,29722,238
78589,31357,38004
78590,22325,289
78591,29368,265
78592,17576,836
78593,27732,6324
78594,14962,1990
78595,21052,6082
78596,30685,63844
78597,52145,2885
78598,22325,226
78602,55007,25160
78605,50320,4952
78606,40812,5205
78607,35373,166
78608,49865,434
78609,34463,2012
78610,80378,23502
78611,48584,12977
78612,57701,11457
78613,77679,65099
78614,44110,456
78615,62532,1290
78616,50879,7092
78617,42002,20265
78618,47983,324
78619,91515,3026
78620,86406,14367
78621,51266,21659
78622,37917,296
78623,66661,813
78624,52061,21513
78626,55453,25996
78628,78763,23727
78629,42355,11887
78631,46925,2395
78632,42272,910
78633,58823,15709
78634,71756,22791
78635,52805,149
78636,52513,3749
78638,47222,2005
78639,37820,7334
78640,63641,42954
78641,70098,44295
78642,74165,9467
78643,39176,6139
78644,44431,17081
78645,66261,9773
78648,40161,7683
78650,55176,1599
78652,94441,4466
78653,56674,16375
78654,44655,17553
78655,38939,2739
78656,39221,2271
78657,65898,5509
78659,58757,2903
78660,72566,68789
78661,39248,335
78662,52591,2268
78663,55545,746
78664,64587,52932
78665,82625,35985
78666,34976,63836
78669,86743,8731
78670,40473,168
78671,56312,654
78672,35386,931
78675,56788,188
78676,64590,12602
78677,51965,92
78681,91674,50606
78701,65353,6841
78702,31715,21334
78703,80708,19307
78704,47497,42117
78705,14590,31340
78712,8321,860
78717,98157,22538
78719,52382,1764
78721,30019,11425
78722,41729,5901
78723,40820,28330
78724,38909,21696
78725,52555,6083
78726,89862,13122
78727,67287,26689
78728,51163,20299
78729,59267,27108
78730,121702,7955
78731,66320,17465
78732,120657,14060
78733,125088,8762
78734,82471,17655
78735,78171,16131
78736,79837,6946
78737,109027,12081
78738,115761,12134
78739,125257,16792
78741,28600,44935
78742,24223,820
78744,40834,42820
78745,40987,48532
78746,144895,26928
78747,56943,14808
78748,66880,40651
78749,81805,34449
78750,83540,26814
78751,37072,14385
78752,30477,18064
78753,39658,49301
78754,57934,15036
78756,49860,7194
78757,53358,21310
78758,42886,44072
78759,73831,37767
78801,35892,21780
78802,39356,242
78827,20343,1219
78828,37355,258
78829,22793,1207
78830,20324,786
78832,24388,3598
78833,30826,1299
78834,31825,7829
78836,20324,128
78837,45917,281
78838,30728,275
78839,20334,8578
78840,37761,48144
78843,39505,336
78850,53750,1145
78852,27900,46186
78861,46237,13701
78870,39144,984
78871,45917,45
78872,22084,1905
78873,29186,1788
78877,31179,989
78879,29016,264
78880,39935,1682
78881,28448,2335
78883,47515,353
78884,37331,1158
78885,46457,120
78886,41427,647
78931,58095,323
78932,48589,757
78933,55987,1433
78934,44453,6712
78935,42633,978
78938,54450,471
78940,54339,2098
78941,46435,2962
78942,42911,8989
78943,38618,352
78944,58095,562
78945,43034,10494
78946,49988,960
78947,57390,4475
78948,45688,850
78949,48659,517
78950,55951,2038
78951,40583,26
78953,47979,934
78954,49424,1071
78956,38491,5381
78957,44648,9067
78959,36861,1837
78962,40127,4733
78963,54396,909
79001,51256,249
79003,55170,162
79005,58050,1735
79007,42295,14542
79009,40181,2166
79010,54735,802
79011,57717,236
79012,63234,976
79013,51596,3423
79014,61974,3771
79015,49016,19277
79016,25625,94
79018,64647,548
79019,60530,1707
79021,44182,138
79022,55178,10741
79024,57500,405
79025,52500,69
79027,29739,5223
79029,42437,16177
79031,35056,1425
79032,52277,157
79033,69879,109
79034,48525,637
79035,39284,5309
79036,43979,5128
79039,50546,779
79040,57054,1839
79041,37084,3194
79042,55435,1169
79043,36306,1487
79044,66583,766
79045,42225,19473
79046,48264,489
79051,49000,29
79052,35517,1259
79053,40183,137
79054,40658,594
79056,48264,63
79057,40568,1206
79058,61100,10
79059,52103,837
79061,55170,316
79062,51085,218
79063,41888,686
79064,35469,2739
79065,39435,20840
79068,57851,3197
79070,47646,9919
79072,38663,28849
79078,44031,377
79079,34964,2646
79080,49740,605
79081,51668,3912
79082,34929,315
79083,50508,2661
79084,50069,2366
79085,44444,53
79086,48283,2105
79087,49000,751
79088,37181,5945
79091,63438,147
79092,51191,1106
79093,69879,69
79094,60530,75
79095,39712,2686
79096,55170,2229
79097,51792,1150
79098,57070,517
79101,30940,2817
79102,32513,9963
79103,45813,10594
79104,29155,7869
79105,51596,6
79106,38570,27967
79107,29043,33844
79108,52157,17726
79109,54806,43516
79110,51727,18811
79111,53000,1808
79118,59044,19726
79119,93070,11539
79121,73769,6575
79124,71160,7819
79201,49894,7015
79220,33813,197
79225,35253,948
79226,43659,3153
79227,28492,1317
79229,33813,424
79230,45956,158
79231,30851,45
79233,29219,180
79234,34081,110
79235,31177,3833
79236,61563,262
79237,46953,513
79239,29219,211
79240,46953,60
79241,44158,2480
79243,33813,90
79244,34081,720
79245,29576,2476
79248,991,24
79250,34030,1508
79251,39712,45
79252,36172,3191
79255,34775,571
79256,34081,319
79257,34196,1067
79258,44278,67
79259,60575,48
79261,29219,527
79311,47696,3445
79312,37332,971
79313,33853,1571
79314,37446,56
79316,37363,11451
79322,40674,2049
79323,49520,6559
79324,42375,61
79325,40205,2319
79326,32729,40
79329,47771,3300
79331,35361,13258
79336,43386,16972
79339,41410,7230
79342,45025,352
79343,43736,1571
79344,42375,56
79345,47596,890
79346,37491,2427
79347,42138,7462
79350,43075,392
79351,36954,1326
79353,49839,10
79355,48850,1942
79356,316,60
79357,30448,2303
79358,53820,1116
79359,45250,2899
79360,47329,13574
79363,54485,5369
79364,36919,7958
79366,57242,1096
79367,49839,645
79369,37483,88
79370,34386,1889
79371,38013,1317
79372,46866,1434
79373,35403,2952
79376,48841,95
79377,48086,277
79378,49200,236
79379,37446,666
79380,49839,197
79382,63749,6291
79401,21209,8408
79403,34857,16869
79404,32809,11289
79406,20509,6025
79407,42368,19068
79410,39788,9429
79411,24330,7951
79412,33148,15650
79413,43263,21187
79414,33888,17121
79415,29805,17689
79416,47706,32296
79423,56550,32178
79424,73959,39023
79501,11530,879
79502,52222,1350
79503,36700,175
79504,31637,2344
79506,46808,730
79508,61467,1242
79510,25194,3681
79511,34052,1338
79512,37232,8197
79517,53961,200
79519,39891,74
79520,37201,2449
79521,35686,3980
79525,46422,2842
79526,39395,979
79527,52863,251
79528,846,10
79529,331,14
79530,61467,480
79532,36018,940
79533,46124,472
79534,40033,181
79535,47543,183
79536,46264,4988
79537,47543,111
79538,38704,271
79539,35071,178
79540,52222,89
79541,61205,791
79543,48420,1186
79544,35071,512
79545,47494,1788
79546,36543,2006
79547,35071,758
79548,35071,174
79549,44766,15577
79553,34782,3469
79556,38129,12995
79560,47613,137
79561,47905,662
79562,60350,3669
79563,45985,1159
79565,35833,295
79566,52550,333
79567,39826,3373
79601,22145,14847
79602,48442,18822
79603,34023,22976
79605,36265,25037
79606,63454,22885
79607,39401,2242
79701,37286,27728
79703,50805,20592
79705,71342,33536
79706,58196,19571
79707,69587,32854
79713,44523,592
79714,50266,14786
79718,16773,721
79719,40077,397
79720,39831,33640
79730,50833,250
79731,50421,4193
79733,73254,210
79734,43750,2137
79735,38535,13315
79738,58409,275
79739,61075,963
79741,30258,288
79742,40077,490
79743,50063,339
79744,50829,1362
79745,43946,6125
79748,55649,173
79749,38544,255
79752,41797,2245
79754,83889,80
79755,62857,230
79756,41702,9066
79758,52825,2197
79759,30258,23
79761,39891,30488
79762,54068,39056
79763,43183,34079
79764,44593,20725
79765,63604,6927
79766,42343,6115
79770,34853,33
79772,37412,12747
79777,40077,170
79778,62785,878
79780,16773,224
79781,44789,267
79782,38419,3976
79783,38750,201
79785,34853,91
79788,40077,506
79789,40139,974
79821,28312,7142
79830,15703,3487
79831,37463,29
79834,37463,200
79835,26161,12690
79836,29472,5772
79837,49842,587
79838,25235,8699
79839,22647,1938
79842,37463,498
79843,447,42
79845,25969,5010
79846,26632,104
79847,27495,167
79848,71,2
79849,26369,13208
79851,22647,641
79852,37463,799
79853,22460,3729
79854,39848,194
79855,35492,2336
79901,12338,11328
79902,29171,21236
79903,29882,18451
79904,28262,35060
79905,18245,26036
79906,36613,4374
79907,25992,55132
79908,67148,3673
79911,87668,1565
79912,61389,77161
79915,23887,40057
79916,36832,2995
79920,32292,153
79922,81538,8935
79924,39266,59058
79925,42478,40639
79927,30583,39016
79928,41332,49544
79930,28789,28410
79932,54351,24986
79934,58641,19174
79935,37204,18042
79936,50133,111086
79938,47801,53520
79942,50653,2
80002,48822,18020
80003,57384,35384
80004,64730,35892
80005,82459,25553
80007,129125,7262
80010,29469,39728
80011,40642,47461
80012,39442,46665
80013,69220,69588
80014,48192,36710
80015,84469,62432
80016,111406,41219
80017,54458,34270
80018,77617,9206
80019,58825,1690
80020,76815,46871
80021,70750,30051
80022,53746,42699
80023,103703,15415
80024,43367,228
80025,98393,253
80026,70380,26378
80027,91486,31034
80030,40546,15329
80031,71893,33932
80033,47755,23969
80045,31222,277
80101,50611,392
80102,74211,5514
80103,70418,2458
80104,80366,27588
80105,67456,1171
80106,24567,1521
80107,84807,12042
80108,132069,22612
80109,103068,17219
80110,37580,20867
80111,102466,28948
80112,77982,29217
80113,89235,20562
80116,114262,3942
80117,67664,2587
80118,106549,5308
80120,55714,28435
80121,94568,17853
80122,83053,29783
80123,71300,43667
80124,104012,18020
80125,106823,10190
80126,107745,39698
80127,101405,42597
80128,83669,34988
80129,106662,27007
80130,103525,27054
80131,126538,243
80132,104769,19637
80133,81487,2042
80134,99993,55075
80135,107203,3833
80136,69417,4834
80137,80254,1323
80138,94778,29786
80202,55448,10148
80203,37803,18839
80204,32811,31493
80205,41394,29221
80206,58610,21521
80207,53151,21216
80209,82848,21526
80210,62912,33946
80211,44350,31583
80212,52599,18051
80214,39607,24821
80215,53032,17843
80216,28058,10924
80218,50281,17928
80219,36375,61296
80220,64491,33529
80221,42702,37779
80222,47429,20073
80223,39016,17987
80224,43989,17256
80226,51554,30930
80227,57192,33667
80228,76213,30138
80229,46793,49598
80230,57045,7559
80231,40034,32127
80232,58437,21411
80233,61280,45386
80234,64407,25937
80235,56975,7571
80236,47703,16123
80237,53774,17569
80238,117952,10058
80239,49027,40512
80241,87810,31746
80246,45520,12875
80247,34579,25449
80249,66545,23404
80260,39770,31412
80301,74192,22555
80302,48062,26941
80303,59503,22361
80304,74045,25623
80305,75551,16874
80310,31638,6578
80401,68695,39378
80403,90321,18211
80420,61017,933
80421,71730,8042
80422,58703,4326
80423,79476,169
80424,62489,9627
80425,84345,184
80426,83210,104
80427,58036,822
80428,61442,706
80432,39148,439
80433,95100,8354
80434,37222,43
80435,74881,7278
80436,54614,565
80438,54427,486
80439,96557,23778
80440,55049,2422
80442,60942,2309
80443,81760,3676
80444,54427,1080
80446,62223,3715
80447,62904,1964
80448,72486,193
80449,49057,909
80451,60857,753
80452,55122,3097
80453,114296,197
80454,87054,1224
80455,96015,497
80456,39344,620
80457,70645,612
80459,57963,2450
80461,41288,7090
80463,71418,136
80465,89672,15147
80466,84722,3338
80467,51800,2224
80468,57963,391
80469,49854,337
80470,83124,3287
80471,84722,23
80473,37222,51
80475,73895,57
80476,54427,194
80477,58237,155
80478,60949,1606
80479,60625,48
80480,37222,1300
80481,91646,572
80482,61363,1630
80483,60625,585
80487,67180,16745
80488,58237,157
80497,72060,411
80498,72011,7002
80501,46665,39521
80503,77792,31064
80504,76696,46876
80510,58991,420
80511,57134,76
80512,58875,2185
80513,79806,10296
80514,53063,4106
80515,65210,1010
80516,100396,20254
80517,53762,9221
80520,63601,1498
80521,33647,33409
80524,56254,31668
80525,65005,48419
80526,54911,44183
80528,85599,17946
80530,66424,3790
80532,70195,165
80534,73166,11301
80535,53169,2636
80536,53356,1759
80537,60602,38821
80538,64623,43930
80540,71894,4461
80542,81837,3631
80543,61800,5887
80544,99207,111
80545,44773,851
80546,82951,149
80547,95599,624
80549,65490,8642
80550,72019,20675
80601,65682,33833
80602,91377,27665
80603,69313,11973
80610,51732,2791
80611,54906,659
80612,57420,430
80615,60209,7482
80620,43642,17775
80621,54721,12079
80622,57520,268
80623,46915,1028
80624,62787,946
80631,27778,43568
80634,59764,52861
80640,68181,11054
80642,64762,4309
80643,64294,3011
80644,64392,2989
80645,49874,3905
80648,54906,1001
80649,59847,299
80650,52238,1432
80651,68969,4176
80652,63724,574
80653,57106,791
80654,52295,2359
80701,43511,16042
80705,38750,884
80720,37574,2558
80721,44406,154
80722,46963,349
80723,41547,7179
80726,43106,381
80727,38708,425
80728,50787,878
80729,54906,540
80731,43874,1494
80733,46585,529
80734,44404,3045
80735,45205,405
80736,46275,648
80737,37625,1537
80740,45304,108
80741,47112,935
80742,54906,225
80743,44675,1074
80744,37625,488
80745,46026,156
80746,43300,29
80747,42813,462
80749,37625,341
80750,57989,412
80751,41982,18857
80754,54906,164
80755,45205,163
80757,45304,255
80758,82211,3805
80759,37894,4698
80801,45304,154
80802,47125,238
80804,37049,327
80805,41743,453
80807,41749,5304
80808,57699,6351
80809,58646,1519
80810,47125,1127
80812,45304,275
80813,38568,2055
80814,64952,4023
80815,39630,911
80816,56097,5180
80817,56881,27311
80818,42250,343
80819,58548,921
80820,54333,806
80821,37317,1093
80822,37722,260
80823,37049,203
80824,38445,207
80825,47125,422
80827,57230,549
80828,44403,3341
80829,47697,5476
80830,44034,254
80831,48755,15211
80832,59153,666
80833,43467,754
80834,39000,318
80835,44034,911
80836,41793,1157
80840,22043,2196
80860,30938,594
80861,41245,255
80862,47125,31
80863,67896,11754
80864,48125,1325
80902,38642,12289
80903,35789,15057
80904,44940,19867
80905,35665,16254
80906,68001,37719
80907,45139,26758
80908,104627,13827
80909,39139,35739
80910,33375,28794
80911,58647,30596
80913,45519,2988
80914,42833,386
80915,46732,19519
80916,41214,34640
80917,52407,29273
80918,61105,45467
80919,84220,27398
80920,90169,38569
80921,106001,18999
80922,71791,26549
80923,74313,26105
80924,102083,4534
80925,62377,5906
80926,85245,1403
80927,67264,604
80928,51537,1202
80929,59913,231
80930,55168,821
80938,67264,17
80951,60027,4202
81001,33151,30498
81003,18648,11005
81004,28844,25540
81005,50002,29975
81006,53631,11513
81007,60184,29709
81008,51934,9641
81019,46964,1690
81020,2739,51
81021,40089,14
81022,51844,1560
81023,57908,1236
81024,36732,100
81025,40891,1071
81027,51204,125
81029,41696,326
81030,57404,193
81033,38189,155
81036,40089,962
81038,36412,486
81039,35808,1856
81040,44607,536
81041,39215,760
81043,35060,61
81044,36412,224
81045,40089,88
81047,35616,1559
81049,51204,289
81050,39971,9894
81052,34199,9534
81054,36429,5134
81055,44607,1339
81057,36412,418
81058,33320,990
81059,50357,651
81062,38189,2439
81063,38170,2726
81064,42438,282
81067,30981,5670
81069,46361,1888
81071,40089,334
81073,30923,1932
81076,38189,418
81077,48949,532
81081,51204,70
81082,29134,9502
81084,39256,137
81087,30854,145
81089,28300,4602
81090,41696,981
81091,48308,797
81092,48880,865
81101,33412,13776
81120,30636,2267
81121,53125,270
81122,58704,8228
81123,33591,805
81124,36345,303
81125,31512,3401
81126,18355,276
81128,66697,115
81129,28750,156
81130,53786,671
81131,34087,1189
81132,36875,3231
81133,33629,840
81136,4114,39
81137,101872,5214
81138,18355,56
81140,35398,2341
81141,28750,1318
81143,34087,672
81144,38638,7267
81147,57536,11446
81148,28750,404
81149,34087,838
81151,34895,1470
81152,18387,1434
81154,50861,1148
81155,34087,225
81201,31918,6104
81210,60578,275
81211,43328,7623
81212,33409,24881
81220,51110,141
81221,31750,310
81222,40637,263
81223,40637,1639
81224,60662,3446
81225,60699,952
81226,19808,5981
81227,49720,10
81230,45017,9075
81231,35502,715
81232,40637,23
81233,40637,823
81235,74659,802
81236,46892,1017
81237,60504,82
81239,60504,79
81240,46388,4323
81241,60504,78
81242,49370,606
81243,44654,93
81244,31750,398
81248,35189,48
81251,38716,220
81252,39909,3830
81253,38576,410
81301,55053,28308
81303,59772,7743
81321,42341,14459
81323,46051,4360
81324,43024,47
81325,51430,116
81326,60392,2193
81327,48710,639
81328,49239,4069
81330,49196,26
81331,48710,476
81334,32500,1493
81335,48710,131
81401,47075,22437
81403,53184,10534
81410,44979,1655
81411,39779,55
81413,36788,5243
81415,39562,1612
81416,43695,13874
81418,45120,1714
81419,39718,3883
81422,39779,692
81423,52381,1480
81424,39779,1239
81425,44978,5424
81426,77284,181
81427,58393,1124
81428,46425,3701
81429,39779,181
81430,76828,727
81431,40352,460
81432,58435,2682
81433,43783,659
81434,44654,158
81435,63554,4965
81501,34912,23465
81503,50322,15250
81504,52726,28481
81505,58944,9779
81506,63048,10961
81507,72815,15081
81520,41225,13447
81521,60258,15397
81522,57188,139
81523,57188,763
81524,67865,2300
81525,67865,871
81526,59697,5321
81527,57188,2073
81601,46364,11594
81610,49583,446
81611,63506,9921
81612,57204,20
81615,68044,2839
81620,62447,10450
81621,71650,5914
81623,65741,15235
81624,56667,1537
81625,54807,12921
81630,56645,979
81631,76782,8215
81632,82215,10276
81633,49583,19
81635,56491,5957
81637,71592,7657
81638,49583,112
81639,53122,2463
81640,49583,249
81641,451,35
81642,57204,61
81643,56667,793
81645,71833,1121
81646,56667,184
81647,66268,7104
81648,65511,2808
81649,71833,277
81650,68158,12947
81652,65991,4904
81653,54939,31
81654,66774,1391
81655,81331,65
81656,57204,242
81657,72693,5581
82001,50426,35484
82005,56532,417
82007,42610,19096
82009,68863,31703
82050,59938,401
82051,73864,60
82052,73864,23
82053,59938,1524
82054,59938,920
82055,73864,285
82058,73864,52
82059,72126,135
82060,59938,372
82061,72126,39
82063,130509,100
82070,46669,19766
82072,41110,15533
82073,51566,72
82081,70984,60
82082,94001,1603
82083,66511,373
82084,73864,16
82190,60622,369
82201,43292,6467
82210,42936,399
82212,46347,474
82213,43445,513
82214,43445,1302
82215,43445,132
82217,44009,107
82219,46654,48
82221,44009,635
82222,45813,107
82223,46412,996
82224,45813,23
82225,45830,2067
82227,45813,241
82229,58036,74
82240,42940,10235
82242,45813,39
82243,44009,187
82244,44009,478
82301,59157,9584
82321,66089,717
82322,73044,106
82323,66089,186
82324,38698,268
82325,56306,878
82327,38876,929
82329,41244,359
82331,56263,2286
82332,63553,97
82334,66089,501
82335,38698,21
82336,73044,498
82401,49831,7866
82410,40528,1760
82411,52923,664
82412,47148,626
82414,45569,15011
82420,47148,783
82421,48973,448
82422,54148,105
82423,47980,233
82426,53639,2644
82428,40114,139
82430,45521,100
82431,47154,3552
82432,40114,315
82433,54358,789
82434,48751,156
82435,47867,11738
82440,55579,145
82441,47636,250
82442,53686,732
82443,42768,4697
82450,54358,177
82501,47788,19408
82510,51116,423
82512,39398,210
82513,38486,1879
82514,39398,1645
82515,52816,446
82516,45407,496
82520,49108,13535
82523,55936,868
82601,50586,27400
82604,61844,25882
82609,50944,15730
82620,76666,210
82630,77538,10
82633,53428,9592
82635,57434,207
82636,63260,3981
82637,57321,4136
82638,77538,17
82639,49114,805
82640,47578,29
82642,55728,94
82643,57434,469
82644,30134,1480
82646,77538,20
82648,77538,56
82649,53837,1120
82701,53600,5455
82710,50180,243
82711,51724,110
82712,46848,264
82714,49394,95
82716,67575,18747
82718,84197,23003
82720,51715,955
82721,52106,3078
82723,52440,278
82725,71962,207
82727,75939,1838
82729,47156,2251
82730,52431,1566
82731,71962,135
82732,87033,2154
82801,81981,24554
82831,58017,216
82832,55392,618
82833,57576,225
82834,45525,7585
82835,57576,318
82836,57182,1073
82837,57576,29
82838,57182,268
82839,57182,1153
82842,57576,843
82844,57182,35
82845,57576,37
82901,72663,27971
82922,70164,257
82923,70051,558
82925,70594,304
82929,57196,70
82930,56871,14614
82932,73044,836
82933,66500,759
82934,57196,185
82935,68798,13121
82936,66500,49
82937,66500,3654
82938,82181,227
82939,66500,1861
82941,70013,5028
82942,73044,123
82943,53644,301
82944,65518,216
82945,73044,351
83001,69108,15851
83011,82894,240
83012,82894,180
83013,82894,395
83014,67956,3595
83025,82894,400
83101,56892,3104
83110,56543,4285
83111,99426,507
83112,2904,34
83113,70263,3278
83114,48750,828
83115,70164,830
83116,57802,728
83119,56833,172
83120,44059,112
83121,57802,14
83122,56833,494
83123,48750,711
83124,48750,137
83126,56833,334
83127,91,5
83201,44067,37199
83202,47374,21608
83203,30229,309
83204,47917,18026
83209,43219,1175
83210,44291,3449
83211,37498,6374
83212,49794,137
83213,39413,1644
83214,50439,671
83215,44291,26
83217,46027,843
83218,45763,338
83220,44589,137
83221,46201,27021
83223,44589,139
83226,41879,2504
83227,41910,142
83228,40779,522
83232,40779,467
83233,37029,109
83234,50439,1213
83235,43315,99
83236,45923,2275
83237,48207,1146
83238,37029,109
83239,44457,572
83241,46014,1980
83243,44599,80
83244,39413,358
83245,74107,2257
83246,50439,1069
83250,50439,1637
83251,41910,1097
83252,44599,4154
83253,43788,165
83254,37936,3617
83255,40080,1213
83261,44589,536
83262,53870,1386
83263,45250,9258
83271,50032,531
83272,43912,313
83274,46570,9246
83276,44690,4097
83277,44291,111
83278,41910,186
83281,50439,93
83283,40779,147
83285,63433,131
83286,40779,1241
83287,44589,299
83301,43274,52010
83302,48103,196
83311,42639,562
83312,98242,168
83313,61528,3625
83314,35020,898
83316,38972,9626
83318,41536,17226
83320,60354,1006
83321,44981,550
83322,44145,42
83323,45635,1951
83324,45714,788
83325,39563,918
83327,44145,970
83328,38134,5347
83330,34741,6599
83332,40611,2361
83333,62139,10472
83334,43732,2060
83335,39563,1840
83336,35890,4951
83337,42912,33
83338,40942,19782
83340,60336,4682
83341,44150,6491
83342,98311,1371
83344,44106,1128
83346,47657,1442
83347,42187,3258
83348,60325,132
83349,45714,1062
83350,41890,12268
83352,45941,3330
83353,55025,1335
83354,54972,18
83355,39614,5405
83401,50445,37966
83402,49858,26069
83404,60257,21606
83406,55326,15902
83414,82894,544
83420,41384,2539
83421,42120,319
83422,53364,3392
83423,40909,860
83424,53364,290
83425,41875,581
83427,61047,1372
83428,71058,416
83429,52813,1048
83431,52248,876
83433,52813,44
83434,52359,1741
83435,41774,653
83436,42948,491
83440,35520,34610
83442,54355,19250
83443,62853,1107
83444,41875,1381
83445,43055,7406
83446,40909,48
83448,54816,2451
83449,71058,249
83450,41875,1104
83451,41542,791
83452,53364,1484
83454,61054,531
83455,53364,4970
83460,25691,860
83462,33650,464
83463,31873,130
83464,45000,345
83465,45072,109
83466,32979,273
83467,35779,6270
83468,43123,170
83469,30833,32
83501,44428,34230
83520,44035,194
83522,36708,2215
83523,38017,759
83524,40350,989
83525,37628,376
83526,33263,278
83530,35169,5404
83533,33194,178
83535,48140,1089
83536,32250,4230
83537,50806,1044
83539,35361,2001
83540,40459,2190
83541,41809,1076
83542,26250,129
83543,37188,717
83544,42679,6092
83545,40459,484
83546,36232,587
83547,26250,219
83548,38474,117
83549,26275,908
83552,34879,1225
83553,36232,1100
83554,34442,638
83555,39492,564
83601,36007,41
83602,48789,24
83604,33245,762
83605,36904,39649
83607,47198,21732
83610,33967,946
83611,49896,2453
83612,33828,1925
83615,51253,1571
83616,82748,22780
83617,42502,15422
83619,41460,7201
83622,48789,1737
83623,36051,1517
83624,35146,1195
83626,49731,1192
83627,36028,620
83628,36197,4329
83629,48509,1721
83631,48789,1333
83632,33665,214
83633,36007,540
83634,59157,24494
83636,43406,153
83637,48789,206
83638,50378,5903
83639,31305,3300
83641,48294,3438
83642,61637,37008
83643,33665,129
83644,51002,9976
83645,33967,636
83646,67067,47098
83647,49981,20789
83648,30740,3238
83650,33245,552
83651,40616,28611
83654,40751,1672
83655,46517,4397
83656,38148,582
83657,43613,174
83660,38608,5890
83661,43820,9881
83666,48789,52
83669,70526,7365
83670,43903,553
83671,33836,33
83672,38000,8583
83676,43392,4347
83677,49859,44
83686,51881,46224
83687,44475,29697
83702,51775,22293
83703,53017,16565
83704,47828,39628
83705,40610,26631
83706,51721,29732
83709,62844,50034
83712,72567,8148
83713,66873,28103
83714,54802,20290
83716,78747,14523
83801,53147,6150
83802,36760,68
83803,53017,744
83804,38553,1254
