"subregion","region","pop","income","ufo2010","ufo2pop"
"bennington","vermont",36697,48083,4,0.000109000735754966
"caledonia","vermont",31121,44433,0,0
"chittenden","vermont",158504,62260,3,1.8926967142785e-05
"essex","vermont",6226,37679,1,0.00016061676839062
"franklin","vermont",48214,55181,0,0
"grand isle","vermont",6983,59566,1,0.000143204926249463
"lamoille","vermont",24958,53368,2,8.01346261719689e-05
"orange","vermont",28924,52407,8,0.000276586917438805
"orleans","vermont",27109,40929,0,0
"rutland","vermont",60869,48190,1,1.64287239810084e-05
"washington","vermont",59465,57163,8,0.000134532918523501
"windham","vermont",43985,48953,7,0.000159145163123792
"windsor","vermont",56211,53129,5,8.89505612780417e-05
"accomack","virginia",33341,41595,2,5.99862031732702e-05
"albemarle","virginia",102251,65934,15,0.000146697831806046
"alleghany","virginia",16230,44329,4,0.000246457178065311
"amelia","virginia",12759,51540,0,0
"amherst","virginia",32384,44383,9,0.000277915019762846
"appomattox","virginia",15128,47992,0,0
"arlington","virginia",221045,99651,43,0.000194530525458617
"augusta","virginia",73658,51719,6,8.14575470417334e-05
"bath","virginia",4652,52500,0,0
"bedford","virginia",69590,56021,7,0.00010058916510993
"bland","virginia",6738,42864,0,0
"botetourt","virginia",33154,65633,2,6.03245460577909e-05
"brunswick","virginia",17010,34170,0,0
"buchanan","virginia",23859,30606,0,0
"buckingham","virginia",17088,36378,0,0
"campbell","virginia",55163,45992,10,0.000181280931058862
"caroline","virginia",28972,58707,1,3.45160844953748e-05
"carroll","virginia",29851,35841,2,6.69994305048407e-05
"charles city","virginia",7157,47093,0,0
"charlotte","virginia",12404,37173,0,0
"chesterfield","virginia",323856,72886,14,4.3229089471864e-05
"clarke","virginia",14323,77048,2,0.000139635551211338
"craig","virginia",5213,54120,1,0.000191828122002686
"culpeper","virginia",47911,66458,0,0
"cumberland","virginia",9849,45184,0,0
"dickenson","virginia",15690,30556,0,0
"dinwiddie","virginia",27994,50583,0,0
"essex","virginia",11233,44581,0,0
"fairfax","virginia",1118602,108439,60,5.36383807645615e-05
"fauquier","virginia",66542,87958,5,7.51405127588591e-05
"floyd","virginia",15390,40761,0,0
"fluvanna","virginia",25967,68615,0,0
"franklin","virginia",56411,47606,5,8.86351952633352e-05
"frederick","virginia",80317,66440,6,7.47039854576242e-05
"giles","virginia",16928,43012,0,0
"gloucester","virginia",36886,62067,1,2.71105568508377e-05
"goochland","virginia",21347,81288,0,0
"grayson","virginia",15183,31599,1,6.58631364025555e-05
"greene","virginia",18771,58550,1,5.32736668264877e-05
"greensville","virginia",11851,42000,0,0
"halifax","virginia",35849,34889,2,5.57895617729923e-05
"hampton","virginia",136836,51083,0,0
"hanover","virginia",100668,77506,5,4.96682163150157e-05
"henrico","virginia",314932,61206,51,0.000161939720320577
"henry","virginia",52969,33695,0,0
"highland","virginia",2245,43045,0,0
"isle of wight","virginia",35399,64925,3,8.47481567275912e-05
"james city","virginia",68967,75938,13,0.000188495947337132
"king and queen","virginia",7046,48170,1,0.000141924496168039
"king george","virginia",24500,82173,2,8.16326530612245e-05
"king william","virginia",15981,64982,1,6.25743069895501e-05
"lancaster","virginia",11236,46625,1,8.8999644001424e-05
"lee","virginia",25474,32588,0,0
"loudoun","virginia",336898,120096,12,3.56190894573432e-05
"louisa","virginia",33430,56502,4,0.000119653006281783
"lunenburg","virginia",12588,35210,0,0
"madison","virginia",13200,59734,8,0.000606060606060606
"mathews","virginia",8884,54118,0,0
"mecklenburg","virginia",31749,36069,3,9.44911650760654e-05
"middlesex","virginia",10822,53615,0,0
"montgomery","virginia",95194,44231,3,3.15145912557514e-05
"nelson","virginia",14827,47426,3,0.000202333580629932
"new kent","virginia",19169,71198,0,0
"newport news","virginia",180726,50942,17,9.40650487478282e-05
"norfolk","virginia",245782,43914,26,0.00010578480116526
"northampton","virginia",12226,36965,0,0
"northumberland","virginia",12346,51256,4,0.000323991576219018
"nottoway","virginia",15830,37507,2,0.000126342387871131
"orange","virginia",34246,56837,1,2.92004905682415e-05
"page","virginia",23895,43435,9,0.000376647834274953
"patrick","virginia",18451,36057,2,0.000108395208931765
"pittsylvania","virginia",62807,40333,16,0.000254748674510803
"powhatan","virginia",28123,76235,1,3.55580841304271e-05
"prince edward","virginia",23238,36789,1,4.30329632498494e-05
"prince george","virginia",36941,62924,4,0.000108280772041905
"prince william","virginia",430289,95531,23,5.34524470762673e-05
"pulaski","virginia",34736,40987,4,0.000115154306771073
"rappahannock","virginia",7456,64113,0,0
"richmond","virginia",9059,46456,0,0
"roanoke","virginia",92901,62895,16,0.000172226348478488
"rockbridge","virginia",22394,45489,2,8.93096365097794e-05
"rockingham","virginia",77391,51775,9,0.000116292592161879
"russell","virginia",28445,32555,0,0
"scott","virginia",22781,35846,0,0
"shenandoah","virginia",42583,50535,4,9.3934199093535e-05
"smyth","virginia",31718,34533,8,0.000252222712655275
"southampton","virginia",18409,46733,4,0.000217285023629746
"spotsylvania","virginia",125684,78299,6,4.77387734317813e-05
"stafford","virginia",134352,94658,5,3.72156722639038e-05
"suffolk","virginia",85181,65351,6,7.04382432702128e-05
"surry","virginia",6844,53505,1,0.000146113383985973
"sussex","virginia",11972,40088,0,0
"tazewell","virginia",44268,36436,2,4.51793620674076e-05
"virginia beach","virginia",447021,65910,0,0
"warren","virginia",38070,61379,7,0.000183871815077489
"washington","virginia",55190,41526,8,0.000144953795977532
"westmoreland","virginia",17524,52258,0,0
"wise","virginia",40918,34717,8,0.00019551297717386
"wythe","virginia",29251,40920,1,3.41868654063109e-05
"york","virginia",66146,83747,0,0
"adams","washington",19005,41219,2,0.000105235464351486
"asotin","washington",21888,41993,7,0.000319809941520468
"benton","washington",182398,59974,34,0.000186405552692464
"chelan","washington",73687,49509,7,9.49964037075739e-05
"clallam","washington",71863,46212,29,0.000403545635445222
"clark","washington",438287,59051,93,0.000212189729560767
"columbia","washington",3995,44038,0,0
"cowlitz","washington",101996,46461,26,0.00025491195733166
"douglas","washington",39350,49707,2,5.08259212198221e-05
"ferry","washington",7705,35684,4,0.000519143413367943
"franklin","washington",85845,50731,4,4.65956083639117e-05
"garfield","washington",2228,47379,0,0
"grant","washington",91723,44237,11,0.000119926299837554
"grays harbor","washington",71692,42729,0,0
"island","washington",79177,59328,7,8.84095128635841e-05
"jefferson","washington",29854,46887,6,0.000200978093387821
"king","washington",2007440,70567,218,0.000108596022795202
"kitsap","washington",254991,61112,17,6.66690196908911e-05
"kittitas","washington",41672,42769,12,0.000287963140717988
"klickitat","washington",20699,38774,21,0.00101454176530267
"lewis","washington",75621,44373,17,0.000224805278956904
"lincoln","washington",10437,46765,9,0.000862316757688991
"mason","washington",60832,48912,6,9.86322987901105e-05
"okanogan","washington",41275,40537,12,0.000290732889158086
"pacific","washington",20575,40599,0,0
"pend oreille","washington",12980,38922,3,0.000231124807395994
"pierce","washington",811681,58824,139,0.00017124954261588
"san juan","washington",15824,51395,6,0.000379170879676441
"skagit","washington",118222,55555,27,0.000228383887939639
"skamania","washington",11187,52884,1,8.93894699204434e-05
"snohomish","washington",733036,67777,134,0.000182801390381918
"spokane","washington",475735,49257,73,0.000153446771837262
"stevens","washington",43538,44354,10,0.000229684413615692
"thurston","washington",258332,63129,44,0.000170323459733986
"wahkiakum","washington",3993,41149,1,0.000250438266967193
"walla walla","washington",59404,46793,5,8.41694162009292e-05
"whatcom","washington",205262,51389,14,6.82055129541756e-05
"whitman","washington",46606,35409,4,8.58258593314166e-05
"yakima","washington",246977,44419,68,0.000275329281674002
"barbour","west virginia",16493,33158,5,0.000303158915903717
"berkeley","west virginia",107098,52504,12,0.000112046910306448
"boone","west virginia",24478,41359,0,0
"braxton","west virginia",14468,31686,0,0
"brooke","west virginia",23853,41441,2,8.38468955686916e-05
"cabell","west virginia",96974,35691,25,0.000257801060077959
"calhoun","west virginia",7607,26099,0,0
"clay","west virginia",9297,29105,0,0
"doddridge","west virginia",8178,32063,0,0
"fayette","west virginia",45869,32940,4,8.72048660315246e-05
"gilmer","west virginia",8732,33309,0,0
"grant","west virginia",11816,40008,1,8.46310088016249e-05
"greenbrier","west virginia",35820,35180,2,5.58347292015634e-05
"hampshire","west virginia",23709,29001,5,0.000210890379180902
"hancock","west virginia",30305,38369,5,0.00016498927569708
"hardy","west virginia",13866,33060,0,0
"harrison","west virginia",69141,40556,6,8.6779190350154e-05
"jackson","west virginia",29234,43191,4,0.000136826982280906
"jefferson","west virginia",54504,65285,5,9.17363863202701e-05
"kanawha","west virginia",192179,44265,11,5.72383038729518e-05
"lewis","west virginia",16371,34617,0,0
"lincoln","west virginia",21627,31880,2,9.24769963471586e-05
"logan","west virginia",36168,36562,2,5.5297500552975e-05
"marion","west virginia",56678,39870,3,5.29305903525177e-05
"marshall","west virginia",32674,37313,4,0.000122421497214911
"mason","west virginia",27179,36468,3,0.000110379336988116
"mcdowell","west virginia",21326,21967,0,0
"mercer","west virginia",62523,33704,2,3.19882283319738e-05
"mineral","west virginia",27956,34691,2,7.15409929889827e-05
"mingo","west virginia",26103,32794,1,3.83097728230472e-05
"monongalia","west virginia",100332,41325,15,0.000149503647889008
"monroe","west virginia",13463,39047,0,0
"morgan","west virginia",17471,36703,1,5.72377082021636e-05
"nicholas","west virginia",26229,39636,3,0.000114377216058561
"ohio","west virginia",44075,41188,1,2.2688598979013e-05
"pendleton","west virginia",7566,32989,1,0.000132170235263019
"pleasants","west virginia",7595,39052,1,0.000131665569453588
"pocahontas","west virginia",8692,33816,0,0
"preston","west virginia",33832,43434,1,2.95578150863088e-05
"putnam","west virginia",56435,53640,1,1.77195003100913e-05
"raleigh","west virginia",79021,38596,12,0.000151858366763265
"randolph","west virginia",29384,35560,3,0.000102096378981759
"ritchie","west virginia",10236,34204,2,0.000195388823759281
"roane","west virginia",14684,27772,3,0.000204304004358485
"summers","west virginia",13737,32194,0,0
"taylor","west virginia",16991,39142,0,0
"tucker","west virginia",6995,36502,0,0
"tyler","west virginia",9037,36563,2,0.000221312382427797
"upshur","west virginia",24477,37689,1,4.0854679903583e-05
"wayne","west virginia",41649,36029,4,9.60407212658167e-05
"webster","west virginia",9043,25990,0,0
"wetzel","west virginia",16422,37673,0,0
"wirt","west virginia",5847,37482,1,0.00017102787754404
"wood","west virginia",86701,42257,14,0.000161474492797084
"wyoming","west virginia",23273,36641,0,0
"adams","wisconsin",20679,41152,7,0.000338507664780695
"ashland","wisconsin",15992,37900,2,0.000125062531265633
"barron","wisconsin",45733,44806,2,4.37320971727199e-05
"bayfield","wisconsin",15099,44190,1,6.62295516259355e-05
"brown","wisconsin",253032,53353,17,6.71851781592842e-05
"buffalo","wisconsin",13333,46073,0,0
"burnett","wisconsin",15382,40686,2,0.000130022103757639
"calumet","wisconsin",49634,63395,3,6.04424386509248e-05
"chippewa","wisconsin",62922,50239,4,6.35707701598805e-05
"clark","wisconsin",34435,42756,4,0.000116160882822709
"columbia","wisconsin",56539,57805,12,0.000212242876598454
"crawford","wisconsin",16560,40933,0,0
"dane","wisconsin",503523,61913,50,9.93003298756959e-05
"dodge","wisconsin",88415,53589,8,9.0482384210824e-05
"door","wisconsin",27817,48680,2,7.18984793471618e-05
"douglas","wisconsin",43785,44140,6,0.00013703323055841
"dunn","wisconsin",44072,48342,0,0
"eau claire","wisconsin",100677,46826,7,6.95292867288457e-05
"florence","wisconsin",4482,43000,0,0
"fond du lac","wisconsin",101843,52717,8,7.85522814528244e-05
"forest","wisconsin",9206,38176,0,0
"grant","wisconsin",51087,45022,4,7.82978057039952e-05
"green","wisconsin",36909,53933,3,8.12809883768187e-05
"green lake","wisconsin",19039,48937,6,0.000315142602027417
"iowa","wisconsin",23807,55625,1,4.2004452471962e-05
"iron","wisconsin",5934,37413,1,0.000168520390967307
"jackson","wisconsin",20485,44106,1,4.88162069807176e-05
"jefferson","wisconsin",84498,55615,6,7.1007597812966e-05
"juneau","wisconsin",26631,45507,1,3.75502234238294e-05
"kenosha","wisconsin",167936,54846,14,8.33650914634146e-05
"kewaunee","wisconsin",20624,54783,1,4.84871993793638e-05
"la crosse","wisconsin",116461,50510,15,0.000128798481895227
"lafayette","wisconsin",16853,49850,0,0
"langlade","wisconsin",19646,42045,3,0.000152702840272829
"lincoln","wisconsin",28392,47426,0,0
"manitowoc","wisconsin",80671,50181,9,0.000111564254812758
"marathon","wisconsin",134735,54316,9,6.67977882510112e-05
"marinette","wisconsin",41563,41574,2,4.81197218680076e-05
"marquette","wisconsin",15205,45046,0,0
"milwaukee","wisconsin",955205,43397,47,4.92040975497406e-05
"monroe","wisconsin",45100,48306,2,4.43458980044346e-05
"oconto","wisconsin",37442,49396,4,0.000106831900005342
"oneida","wisconsin",35714,45184,3,8.4000672005376e-05
"outagamie","wisconsin",178816,57190,7,3.9146385110952e-05
"ozaukee","wisconsin",86823,75634,7,8.06237978415858e-05
"pepin","wisconsin",7390,48717,0,0
"pierce","wisconsin",40814,61443,1,2.4501396579605e-05
"polk","wisconsin",43610,49527,3,6.87915615684476e-05
"portage","wisconsin",70433,51887,2,2.83957803870345e-05
"price","wisconsin",13869,41458,0,0
"racine","wisconsin",194797,54356,12,6.16025914156789e-05
"richland","wisconsin",17818,44326,0,0
"rock","wisconsin",160418,50532,6,3.74022865264497e-05
"rusk","wisconsin",14316,38821,1,6.9851913942442e-05
"sauk","wisconsin",62597,51121,2,3.19504129590875e-05
"sawyer","wisconsin",16581,39228,4,0.000241239973463603
"shawano","wisconsin",41607,45587,2,4.80688345711058e-05
"sheboygan","wisconsin",115009,52993,8,6.9559773582937e-05
"st croix","wisconsin",85242,68513,6,7.03878369817696e-05
"taylor","wisconsin",20486,45054,0,0
"trempealeau","wisconsin",29297,47437,0,0
"vernon","wisconsin",30260,44058,1,3.30469266358229e-05
"vilas","wisconsin",21338,41195,2,9.37294966726029e-05
"walworth","wisconsin",102851,55237,8,7.77824231169361e-05
"washburn","wisconsin",15826,41135,1,6.3187160369013e-05
"washington","wisconsin",132661,66476,13,9.79941354278952e-05
"waukesha","wisconsin",392292,75845,38,9.68666197628297e-05
"waupaca","wisconsin",52131,48604,4,7.67297769081736e-05
"waushara","wisconsin",24461,43544,8,0.000327051224398021
"winnebago","wisconsin",168794,51596,14,8.29413367773736e-05
"wood","wisconsin",74424,47182,4,5.3746103407503e-05
"albany","wyoming",37276,45760,16,0.000429230604142075
"big horn","wyoming",11794,52597,2,0.000169577751399016
"campbell","wyoming",47874,78356,7,0.000146217153360906
"carbon","wyoming",15666,58655,6,0.000382995021064726
"converse","wyoming",14008,56673,1,7.13877784123358e-05
"crook","wyoming",7155,49757,0,0
"fremont","wyoming",41110,48788,6,0.000145949890537582
"goshen","wyoming",13636,42126,1,7.33352889410384e-05
"hot springs","wyoming",4822,43063,0,0
"johnson","wyoming",8615,55094,1,0.000116076610562972
"laramie","wyoming",94483,54156,16,0.000169342633066266
"lincoln","wyoming",17961,60543,2,0.000111352374589388
"natrona","wyoming",78621,53519,9,0.000114473232342504
"niobrara","wyoming",2456,44875,0,0
"park","wyoming",28702,50105,7,0.000243885443523099
"platte","wyoming",8756,46171,2,0.000228414801279123
"sheridan","wyoming",29596,51667,3,0.000101365049330991
"sublette","wyoming",10368,79250,1,9.64506172839506e-05
"sweetwater","wyoming",45267,72096,3,6.62734442308967e-05
"teton","wyoming",21675,73627,2,9.22722029988466e-05
"uinta","wyoming",21025,59851,6,0.000285374554102259
"washakie","wyoming",8464,50177,2,0.000236294896030246
"weston","wyoming",7082,55156,0,0
